ID_SEC;ID_PRO;QTD_PRO
1;7091;0
1;7118;0
1;7119;0
1;7120;0
1;7121;0
1;7162;0
1;7177;0
1;7190;0
1;7211;0
1;7220;0
1;7221;0
1;7222;0
1;7223;0
1;7224;0
1;7226;0
1;7227;0
1;7230;0
1;7236;0
1;7241;0
1;7250;0
1;7251;0
1;7255;0
1;7274;0
1;7283;0
1;7284;0
1;7287;0
1;7291;0
1;7297;0
1;7299;0
1;7300;0
1;7301;0
1;7302;0
1;7305;0
1;7306;0
1;7307;0
1;7308;0
1;7309;0
1;7310;0
1;7311;0
1;7312;0
1;7338;0
1;7339;0
1;7341;0
1;7385;0
1;7432;0
1;7433;0
1;7434;0
1;7437;0
1;7438;0
1;7439;0
1;7440;0
1;7496;0
1;7499;0
1;7503;0
1;7508;0
1;7590;0
1;7592;0
1;7604;0
1;7605;0
1;7606;0
1;7607;0
1;7608;0
1;7609;0
1;7610;0
1;7611;0
1;7612;0
1;7613;0
1;7614;0
1;7615;0
1;7616;0
1;7617;0
1;7628;0
1;7629;0
1;7630;0
1;7631;0
1;7632;0
1;7634;0
1;7635;0
1;7636;0
1;7637;0
1;7638;0
1;7639;0
1;7664;0
1;7673;0
1;7694;0
1;7740;0
1;7759;0
1;7760;0
1;7775;0
1;7776;0
1;7777;0
1;7780;0
1;7781;0
1;7782;0
1;7786;0
1;7788;0
1;7789;0
1;7824;0
1;7825;0
1;7829;0
1;7862;0
1;7863;0
1;7864;0
1;7865;0
1;7866;0
1;7867;0
1;7868;0
1;7869;0
1;7870;0
1;7871;0
1;7872;0
1;7873;0
1;7874;0
1;7875;0
1;7876;0
1;7877;0
1;7878;0
1;7879;0
1;7880;0
1;7881;0
1;7882;0
1;7883;0
1;7884;0
1;7885;0
1;7886;0
1;7887;0
1;7888;0
1;7889;0
1;7890;0
1;7891;0
1;7892;0
1;7893;0
1;7894;0
1;7895;0
1;7896;0
1;7897;0
1;7898;0
1;7899;0
1;7900;0
1;7901;0
1;7902;0
1;7903;0
1;7904;0
1;7905;0
1;7906;0
1;7907;0
1;7908;0
1;7909;0
1;7910;0
1;7911;0
1;7912;0
1;7913;0
1;7914;0
1;7915;0
1;7916;0
1;7917;0
1;7918;0
1;7919;0
1;7920;0
1;7921;0
1;7922;0
1;7926;0
1;7927;0
1;7928;0
1;7929;0
1;7930;0
1;7931;0
1;7934;0
1;7935;0
1;7936;0
1;7939;0
1;7940;0
1;7941;0
1;7986;0
1;8038;0
1;8041;0
1;8043;0
1;8044;0
1;8045;0
1;8046;0
1;8048;0
1;8049;0
1;8050;0
1;8051;0
1;8053;0
1;8054;0
1;8055;0
1;8056;0
1;8057;0
1;8058;0
1;8059;0
1;8060;0
1;8061;0
1;8062;0
1;8063;0
1;8064;0
1;8065;0
1;8066;0
1;8067;0
1;8068;0
1;8069;0
1;8070;0
1;8071;0
1;8072;0
1;8073;0
1;8074;0
1;8075;0
1;8076;0
1;8077;0
1;8143;0
1;8145;0
1;8236;0
1;8237;0
1;8243;0
1;8245;0
1;8270;0
1;8271;0
1;8272;0
1;8273;0
1;8276;0
1;8278;0
1;8280;0
1;8281;0
1;8282;0
1;8283;0
1;8285;0
1;8301;0
1;8302;0
1;8307;0
1;8320;0
1;8321;0
1;8332;0
1;8381;0
1;8399;0
1;8447;0
1;8448;0
1;8449;0
1;8454;0
1;8455;0
1;8464;0
1;8538;0
1;8544;0
1;8591;0
1;8592;0
1;8593;0
1;8594;0
1;8595;0
1;8596;0
1;8597;0
1;8598;0
1;8599;0
1;8600;0
1;8601;0
1;8602;0
1;8603;0
1;8604;0
1;8605;0
1;8606;0
1;8607;0
1;8608;0
1;8609;0
1;8610;0
1;8613;0
1;8614;0
1;8615;0
1;8616;0
1;8617;0
1;8618;0
1;8619;0
1;8620;0
1;8621;0
1;8637;0
1;8659;0
1;8660;0
1;8661;0
1;8662;0
1;8663;0
1;8664;0
1;8716;0
1;8717;0
1;8718;0
1;8719;0
1;8776;0
1;8777;0
1;8801;0
1;8809;0
1;8815;0
1;8816;0
1;8830;0
1;8832;0
1;8833;0
1;8834;0
1;8835;0
1;8836;0
1;8837;0
1;8839;0
1;8840;0
1;8851;0
1;8853;0
1;8854;0
1;8855;0
1;8856;0
1;8973;0
1;8974;0
1;8975;0
1;8976;0
1;8977;0
1;8979;0
1;9033;0
1;9132;0
1;9133;0
1;9134;0
1;9138;0
1;9139;0
1;9140;0
1;9185;0
1;9199;0
1;9206;0
1;9207;0
1;9253;0
1;9254;0
1;9255;0
1;9262;0
3;34;0
3;40;0
3;47;0
3;68;0
3;77;0
3;85;0
3;86;0
3;100;0
3;118;0
3;211;0
3;212;0
3;213;0
3;214;0
3;217;0
3;220;0
3;223;0
3;226;0
3;228;0
3;230;0
3;233;0
3;234;0
3;298;0
3;314;0
3;334;0
3;339;0
3;351;0
3;359;0
3;362;0
3;367;0
3;388;0
3;393;0
3;394;0
3;432;0
3;451;0
3;492;0
3;493;0
3;495;0
3;497;0
3;533;0
3;535;0
3;570;0
3;604;0
3;613;0
3;616;0
3;618;0
3;635;0
3;653;0
3;659;0
3;663;0
3;671;0
3;681;0
3;737;0
3;792;0
3;900;0
3;924;0
3;978;0
3;1025;0
3;1135;0
3;1226;0
3;1243;0
3;1272;0
3;1280;0
3;1293;0
3;1295;0
3;1299;0
3;1341;0
3;1391;0
3;1408;0
3;1428;0
3;1457;0
3;1546;0
3;1550;0
3;1635;0
3;1671;0
3;1705;0
3;1714;0
3;1715;0
3;1719;0
3;1720;0
3;1721;0
3;1730;0
3;1731;0
3;1734;0
3;1762;0
3;1776;0
3;1780;0
3;1784;0
3;1793;0
3;1828;0
3;1864;0
3;1867;0
3;1897;0
3;1909;0
3;1922;0
3;1942;0
3;1953;0
3;1957;0
3;1960;0
3;1967;0
3;1979;0
3;1999;0
3;2032;0
3;2035;0
3;2047;0
3;2052;0
3;2055;0
3;2059;0
3;2138;0
3;2153;0
3;2164;0
3;2172;0
3;2175;0
3;2229;0
3;2234;0
3;2252;0
3;2261;0
3;2272;0
3;2273;0
3;2297;0
3;2303;0
3;2305;0
3;2333;0
3;2345;0
3;2373;0
3;2428;0
3;2429;0
3;2467;0
3;2468;0
3;2470;0
3;2475;0
3;2477;0
3;2490;0
3;2492;0
3;2507;0
3;2509;0
3;2514;0
3;2573;0
3;2575;0
3;2577;0
3;2578;0
3;2581;0
3;2582;0
3;2635;0
3;2648;0
3;2725;0
3;2727;0
3;2780;0
3;2815;0
3;2817;0
3;2857;0
3;2864;0
3;2870;0
3;2884;0
3;2893;0
3;2896;0
3;2905;0
3;2993;0
3;2999;0
3;3037;0
3;3172;0
3;3176;0
3;3178;0
3;3187;0
3;3189;1750
3;3190;0
3;3194;0
3;3196;0
3;3205;0
3;3225;0
3;3226;0
3;3238;0
3;3269;0
3;3272;0
3;3284;0
3;3288;0
3;3317;0
3;3320;0
3;3354;0
3;3365;0
3;3371;0
3;3374;0
3;3375;30
3;3405;0
3;3425;0
3;3463;0
3;3474;0
3;3475;0
3;3503;0
3;3513;0
3;3534;0
3;3537;0
3;3539;0
3;3540;0
3;3553;0
3;3569;0
3;3570;0
3;3573;0
3;3574;0
3;3577;0
3;3578;0
3;3580;70
3;3637;0
3;3648;0
3;3656;0
3;3666;0
3;3725;0
3;3730;0
3;3732;0
3;3745;0
3;3754;0
3;3774;0
3;3778;0
3;3779;0
3;3797;0
3;3804;0
3;3821;0
3;3832;0
3;3852;0
3;3866;0
3;3904;0
3;3970;0
3;4034;0
3;4037;0
3;4057;0
3;4059;0
3;4060;0
3;4069;0
3;4075;0
3;4078;0
3;4085;0
3;4107;0
3;4119;0
3;4122;0
3;4125;0
3;4128;0
3;4129;0
3;4130;0
3;4132;0
3;4134;0
3;4142;0
3;4179;0
3;4187;0
3;4205;0
3;4259;0
3;4260;0
3;4266;0
3;4298;0
3;4308;0
3;4361;0
3;4368;0
3;4374;0
3;4381;0
3;4382;0
3;4389;0
3;4421;0
3;4428;0
3;4455;0
3;4461;0
3;4476;0
3;4477;0
3;4490;0
3;4506;0
3;4590;0
3;4602;0
3;4606;0
3;4634;0
3;4635;0
3;4660;0
3;4663;0
3;4667;0
3;4671;0
3;4672;0
3;4673;0
3;4674;0
3;4675;0
3;4686;0
3;4687;0
3;4689;10
3;4692;0
3;4697;0
3;4701;0
3;4702;0
3;4815;0
3;4818;0
3;4819;0
3;4820;0
3;4823;0
3;4824;0
3;4827;750
3;4878;0
3;4911;0
3;4913;0
3;4915;0
3;4916;0
3;5009;0
3;5044;0
3;5126;0
3;5174;0
3;5188;0
3;5219;0
3;5246;0
3;5249;0
3;5262;0
3;5265;0
3;5268;0
3;5271;0
3;5273;0
3;5276;0
3;5277;0
3;5295;0
3;5298;0
3;5301;100
3;5302;0
3;5306;80
3;5310;0
3;5313;0
3;5378;0
3;5380;0
3;5388;0
3;5390;0
3;5392;0
3;5404;0
3;5405;0
3;5407;0
3;5413;0
3;5433;0
3;5435;0
3;5437;0
3;5440;0
3;5450;0
3;5459;0
3;5463;0
3;5468;0
3;5471;0
3;5491;0
3;5504;0
3;5524;0
3;5525;0
3;5526;0
3;5527;0
3;5528;0
3;5529;0
3;5530;0
3;5531;0
3;5536;0
3;5538;0
3;5539;0
3;5540;0
3;5546;0
3;5547;0
3;5550;0
3;5551;0
3;5554;0
3;5555;0
3;5558;0
3;5567;0
3;5568;0
3;5569;0
3;5570;0
3;5571;0
3;5572;0
3;5577;0
3;5579;0
3;5582;0
3;5583;0
3;5585;0
3;5586;0
3;5587;0
3;5588;0
3;5589;0
3;5590;0
3;5591;0
3;5592;0
3;5593;0
3;5594;0
3;5595;0
3;5598;0
3;5599;0
3;5600;0
3;5601;0
3;5602;0
3;5603;0
3;5604;0
3;5605;0
3;5606;0
3;5607;0
3;5608;0
3;5610;0
3;5611;0
3;5612;0
3;5614;0
3;5615;0
3;5616;0
3;5617;0
3;5618;0
3;5619;0
3;5620;0
3;5621;0
3;5622;0
3;5623;0
3;5624;0
3;5625;0
3;5626;0
3;5627;0
3;5628;0
3;5629;0
3;5630;0
3;5631;0
3;5632;0
3;5633;0
3;5634;0
3;5635;0
3;5636;0
3;5637;0
3;5638;0
3;5639;0
3;5640;0
3;5641;0
3;5642;0
3;5643;0
3;5644;0
3;5645;0
3;5646;0
3;5661;0
3;5672;0
3;5709;0
3;5710;0
3;5711;0
3;5712;0
3;5713;0
3;5714;0
3;5715;0
3;5716;0
3;5717;0
3;5718;0
3;5719;0
3;5720;0
3;5742;0
3;5743;0
3;5744;0
3;5747;0
3;5748;0
3;5749;0
3;5750;0
3;5751;0
3;5753;0
3;5755;0
3;5756;0
3;5757;0
3;5759;0
3;5761;0
3;5764;0
3;5765;0
3;5766;0
3;5767;0
3;5768;0
3;5769;0
3;5770;0
3;5771;0
3;5772;0
3;5773;0
3;5774;0
3;5776;0
3;5777;0
3;5778;0
3;5780;0
3;5783;0
3;5784;0
3;5785;0
3;5786;0
3;5788;0
3;5789;71
3;5790;0
3;5791;0
3;5792;0
3;5793;0
3;5794;0
3;5795;0
3;5796;0
3;5797;0
3;5806;0
3;5825;0
3;5826;0
3;5827;0
3;5828;0
3;5829;0
3;5831;0
3;5832;0
3;5833;0
3;5853;0
3;5854;0
3;5855;0
3;5856;0
3;5857;0
3;5858;0
3;5859;0
3;5860;0
3;5861;0
3;5865;0
3;5866;0
3;5867;0
3;5868;0
3;5869;0
3;5870;0
3;5871;0
3;5872;0
3;5873;0
3;5874;0
3;5875;0
3;5876;0
3;5877;0
3;5878;0
3;5879;0
3;5880;0
3;5886;0
3;5887;0
3;5888;0
3;5889;0
3;5890;0
3;5891;0
3;5892;0
3;5893;0
3;5894;0
3;5895;0
3;5896;0
3;5897;0
3;5898;0
3;5899;0
3;5900;0
3;5901;0
3;5902;0
3;5903;0
3;5916;0
3;5978;0
3;5979;0
3;5980;0
3;5981;0
3;5987;0
3;5989;0
3;5992;0
3;5993;0
3;5995;0
3;5996;0
3;5997;0
3;5999;0
3;6002;148
3;6005;0
3;6006;0
3;6027;0
3;6055;0
3;6060;0
3;6061;0
3;6062;0
3;6063;0
3;6064;0
3;6065;0
3;6066;0
3;6067;0
3;6068;0
3;6069;0
3;6070;0
3;6071;0
3;6072;0
3;6073;0
3;6074;0
3;6080;0
3;6081;0
3;6083;0
3;6084;0
3;6085;0
3;6086;0
3;6087;0
3;6088;0
3;6089;0
3;6090;0
3;6091;0
3;6094;0
3;6097;0
3;6098;0
3;6099;0
3;6105;0
3;6106;0
3;6107;0
3;6108;0
3;6110;0
3;6112;0
3;6113;0
3;6114;0
3;6115;0
3;6116;0
3;6117;0
3;6118;0
3;6119;0
3;6120;0
3;6121;0
3;6122;0
3;6123;0
3;6124;0
3;6125;0
3;6126;0
3;6127;0
3;6128;0
3;6129;0
3;6130;0
3;6131;0
3;6132;0
3;6133;0
3;6134;0
3;6135;0
3;6136;0
3;6138;0
3;6139;0
3;6140;0
3;6141;0
3;6142;0
3;6143;0
3;6144;0
3;6145;0
3;6146;0
3;6147;0
3;6148;0
3;6149;0
3;6150;0
3;6151;0
3;6155;0
3;6157;0
3;6158;0
3;6159;0
3;6160;0
3;6162;0
3;6163;0
3;6164;0
3;6191;0
3;6192;0
3;6193;0
3;6194;0
3;6195;0
3;6196;0
3;6197;0
3;6198;0
3;6199;0
3;6200;0
3;6201;0
3;6202;0
3;6203;0
3;6207;0
3;6208;0
3;6209;0
3;6210;0
3;6211;0
3;6212;0
3;6213;0
3;6214;0
3;6215;0
3;6216;0
3;6217;0
3;6218;0
3;6219;0
3;6220;0
3;6221;0
3;6222;0
3;6223;0
3;6224;0
3;6225;0
3;6226;0
3;6227;0
3;6228;0
3;6229;0
3;6230;0
3;6231;0
3;6232;0
3;6233;0
3;6234;0
3;6243;0
3;6250;0
3;6251;0
3;6252;0
3;6253;0
3;6257;0
3;6268;0
3;6269;0
3;6270;0
3;6271;0
3;6272;0
3;6273;0
3;6274;0
3;6276;0
3;6285;0
3;6304;0
3;6305;0
3;6307;0
3;6308;0
3;6309;0
3;6310;0
3;6338;0
3;6339;0
3;6340;0
3;6344;0
3;6345;0
3;6346;0
3;6347;0
3;6348;0
3;6349;0
3;6350;0
3;6354;0
3;6355;0
3;6356;0
3;6359;0
3;6364;0
3;6367;0
3;6368;0
3;6372;0
3;6373;0
3;6374;0
3;6375;0
3;6376;0
3;6378;0
3;6379;0
3;6380;0
3;6382;0
3;6384;0
3;6385;0
3;6386;0
3;6387;0
3;6388;0
3;6389;0
3;6392;0
3;6394;0
3;6395;0
3;6396;0
3;6397;0
3;6398;0
3;6400;0
3;6401;0
3;6402;0
3;6405;0
3;6407;0
3;6408;0
3;6412;0
3;6414;0
3;6415;0
3;6416;0
3;6417;0
3;6418;0
3;6420;0
3;6421;0
3;6422;0
3;6423;0
3;6424;0
3;6425;0
3;6426;0
3;6427;0
3;6428;0
3;6429;0
3;6430;0
3;6431;0
3;6432;0
3;6433;0
3;6434;0
3;6435;0
3;6436;0
3;6437;0
3;6438;0
3;6439;0
3;6441;0
3;6442;0
3;6443;0
3;6444;0
3;6445;0
3;6451;0
3;6460;0
3;6463;0
3;6472;0
3;6478;0
3;6493;0
3;6501;0
3;6502;0
3;6506;0
3;6540;0
3;6545;0
3;6551;0
3;6552;0
3;6562;0
3;6571;0
3;6573;0
3;6582;0
3;6583;0
3;6584;0
3;6585;0
3;6586;0
3;6593;0
3;6594;0
3;6596;0
3;6623;0
3;6624;0
3;6625;0
3;6626;0
3;6627;0
3;6628;0
3;6629;0
3;6632;0
3;6633;0
3;6634;0
3;6635;0
3;6636;0
3;6637;0
3;6638;0
3;6643;0
3;6645;0
3;6652;0
3;6656;0
3;6657;0
3;6658;0
3;6659;0
3;6660;0
3;6661;0
3;6662;0
3;6663;0
3;6664;0
3;6665;0
3;6666;0
3;6667;0
3;6668;0
3;6669;0
3;6670;0
3;6671;0
3;6672;0
3;6673;0
3;6674;0
3;6675;0
3;6676;0
3;6677;0
3;6678;0
3;6679;0
3;6680;0
3;6681;0
3;6682;0
3;6683;0
3;6685;0
3;6686;0
3;6687;0
3;6688;0
3;6689;0
3;6690;0
3;6691;0
3;6692;0
3;6693;0
3;6694;0
3;6696;0
3;6697;0
3;6698;0
3;6699;0
3;6701;0
3;6702;0
3;6703;0
3;6704;0
3;6705;0
3;6706;0
3;6707;0
3;6708;0
3;6716;0
3;6724;0
3;6725;0
3;6726;0
3;6727;0
3;6728;0
3;6729;0
3;6730;0
3;6731;0
3;6732;0
3;6733;0
3;6734;0
3;6735;0
3;6736;0
3;6737;0
3;6738;0
3;6739;0
3;6740;0
3;6748;0
3;6749;0
3;6750;0
3;6751;0
3;6752;0
3;6753;0
3;6754;0
3;6755;0
3;6756;0
3;6757;0
3;6758;0
3;6761;0
3;6782;0
3;6792;0
3;6815;0
3;6818;0
3;6823;0
3;6825;0
3;6826;0
3;6827;0
3;6843;0
3;6844;0
3;6845;0
3;6846;0
3;6847;0
3;6848;0
3;6849;0
3;6850;0
3;6851;0
3;6852;0
3;6853;0
3;6854;0
3;6855;0
3;6856;0
3;6857;0
3;6858;0
3;6859;0
3;6860;0
3;6861;0
3;6862;0
3;6863;0
3;6864;0
3;6865;0
3;6866;0
3;6867;0
3;6868;0
3;6869;0
3;6870;0
3;6871;0
3;6872;0
3;6873;0
3;6874;0
3;6875;0
3;6876;0
3;6877;0
3;6878;0
3;6879;0
3;6880;0
3;6882;0
3;6884;0
3;6885;0
3;6886;0
3;6887;0
3;6888;0
3;6907;0
3;6918;0
3;6920;0
3;6932;0
3;6934;0
3;6944;0
3;6945;0
3;6946;0
3;6950;0
3;6951;0
3;6952;0
3;6953;0
3;6954;0
3;6955;0
3;6956;0
3;6970;0
3;6971;0
3;6972;0
3;6973;0
3;6974;0
3;6976;0
3;6977;0
3;6995;0
3;7000;0
3;7003;0
3;7007;0
3;7009;0
3;7036;0
3;7038;0
3;7073;0
3;7084;0
3;7085;0
3;7089;0
3;7108;0
3;7110;0
3;7121;0
3;7125;0
3;7126;0
3;7128;0
3;7129;0
3;7130;0
3;7131;0
3;7132;0
3;7133;0
3;7134;0
3;7137;0
3;7138;0
3;7150;0
3;7176;0
3;7178;0
3;7179;0
3;7181;0
3;7182;0
3;7183;0
3;7185;0
3;7187;0
3;7190;0
3;7191;0
3;7194;0
3;7195;0
3;7196;0
3;7197;0
3;7198;0
3;7211;0
3;7220;0
3;7221;0
3;7222;0
3;7223;0
3;7224;0
3;7225;0
3;7226;0
3;7227;0
3;7229;0
3;7230;0
3;7233;0
3;7235;0
3;7236;0
3;7238;0
3;7239;0
3;7240;0
3;7241;0
3;7246;0
3;7247;0
3;7248;0
3;7250;0
3;7251;0
3;7252;0
3;7257;0
3;7258;0
3;7259;0
3;7265;0
3;7266;0
3;7267;0
3;7268;0
3;7269;0
3;7270;0
3;7271;0
3;7272;0
3;7274;0
3;7279;0
3;7282;0
3;7283;0
3;7286;0
3;7287;0
3;7291;0
3;7293;0
3;7297;0
3;7302;0
3;7305;0
3;7306;0
3;7307;0
3;7308;0
3;7310;0
3;7311;0
3;7312;0
3;7313;0
3;7314;0
3;7315;0
3;7317;0
3;7318;0
3;7319;0
3;7320;0
3;7321;0
3;7337;0
3;7338;0
3;7340;0
3;7341;0
3;7343;0
3;7344;0
3;7345;0
3;7346;0
3;7347;0
3;7348;0
3;7349;0
3;7350;0
3;7352;0
3;7353;0
3;7354;0
3;7355;0
3;7356;0
3;7357;0
3;7358;0
3;7359;0
3;7360;0
3;7361;0
3;7362;0
3;7363;0
3;7364;0
3;7365;0
3;7366;0
3;7371;0
3;7372;0
3;7374;0
3;7375;0
3;7376;0
3;7377;0
3;7378;0
3;7379;0
3;7380;0
3;7381;0
3;7382;0
3;7383;0
3;7384;0
3;7385;0
3;7386;0
3;7387;0
3;7389;0
3;7390;0
3;7392;0
3;7393;0
3;7394;0
3;7395;0
3;7398;0
3;7399;0
3;7400;0
3;7401;0
3;7402;0
3;7403;0
3;7404;0
3;7405;0
3;7406;0
3;7407;0
3;7408;0
3;7409;0
3;7410;0
3;7411;0
3;7412;0
3;7413;0
3;7414;0
3;7415;0
3;7416;0
3;7417;0
3;7418;0
3;7419;0
3;7420;0
3;7421;0
3;7422;0
3;7426;0
3;7427;0
3;7429;0
3;7455;0
3;7456;0
3;7457;0
3;7458;0
3;7459;0
3;7460;0
3;7461;0
3;7462;0
3;7463;0
3;7464;0
3;7465;0
3;7466;0
3;7467;0
3;7494;0
3;7511;0
3;7512;0
3;7528;0
3;7529;0
3;7535;0
3;7540;0
3;7545;0
3;7550;0
3;7561;0
3;7593;0
3;7595;0
3;7597;0
3;7598;0
3;7599;0
3;7607;0
3;7611;0
3;7613;0
3;7614;0
3;7618;0
3;7632;0
3;7639;0
3;7646;0
3;7668;0
3;7669;0
3;7670;0
3;7671;0
3;7672;0
3;7673;0
3;7674;0
3;7675;0
3;7676;0
3;7677;0
3;7678;0
3;7679;0
3;7680;0
3;7681;0
3;7683;0
3;7684;0
3;7685;0
3;7686;0
3;7687;0
3;7688;0
3;7689;0
3;7691;0
3;7692;0
3;7693;0
3;7694;0
3;7695;0
3;7697;0
3;7698;0
3;7703;0
3;7706;0
3;7708;0
3;7722;0
3;7729;0
3;7761;0
3;7762;0
3;7763;0
3;7764;0
3;7765;0
3;7766;0
3;7767;0
3;7768;0
3;7769;0
3;7770;0
3;7771;0
3;7772;0
3;7773;0
3;7774;0
3;7775;0
3;7776;0
3;7777;0
3;7778;0
3;7779;0
3;7785;0
3;7788;0
3;7789;0
3;7797;0
3;7798;0
3;7807;0
3;7809;0
3;7816;0
3;7818;0
3;7822;0
3;7825;0
3;7835;0
3;7836;0
3;7837;0
3;7846;0
3;7852;0
3;7855;0
3;7860;0
3;7861;0
3;7862;0
3;7863;0
3;7864;0
3;7866;0
3;7868;0
3;7871;0
3;7873;0
3;7876;0
3;7878;0
3;7882;0
3;7883;0
3;7884;0
3;7888;0
3;7889;0
3;7894;0
3;7895;0
3;7896;0
3;7897;0
3;7898;0
3;7899;0
3;7900;0
3;7901;0
3;7902;0
3;7903;0
3;7904;0
3;7905;0
3;7906;0
3;7907;0
3;7908;0
3;7909;0
3;7910;0
3;7911;0
3;7912;0
3;7913;0
3;7914;0
3;7915;0
3;7916;0
3;7917;0
3;7918;0
3;7919;0
3;7920;0
3;7921;0
3;7922;0
3;7926;0
3;7927;0
3;7928;0
3;7929;0
3;7930;0
3;7931;0
3;7932;0
3;7933;0
3;7937;0
3;7946;0
3;7947;0
3;7948;0
3;7949;0
3;7950;0
3;7951;0
3;7952;0
3;7953;0
3;7954;0
3;7955;0
3;7956;0
3;7957;0
3;7958;0
3;7959;0
3;7960;0
3;7979;0
3;7980;0
3;7981;0
3;7982;0
3;7983;0
3;7984;0
3;7986;0
3;7989;0
3;7991;0
3;8004;0
3;8023;0
3;8024;0
3;8026;0
3;8034;0
3;8038;0
3;8041;0
3;8043;0
3;8046;0
3;8047;0
3;8050;0
3;8051;0
3;8053;0
3;8059;0
3;8060;0
3;8062;0
3;8078;0
3;8080;0
3;8081;0
3;8084;0
3;8085;0
3;8089;0
