NUM_ITEM;ID_PRO;ID_REQ;ID_SEC;QTD_PRO;PRE_UNIT;TOTAL_ITEM;TOTAL_REAL
1;3375;2542;3;80;1,69;135,2;135,2
1;3375;2591;3;337;1,69;569,53;569,53
1;3375;2663;3;25;2,49;62,25;62,25
1;3375;2664;3;15;2,49;37,35;37,35
1;3375;2680;3;70;2,49;174,3;174,3
1;3375;2690;3;60;2,46;147,6;147,8
1;3480;2695;6;2;400;800;800
1;3480;2730;6;1;350;350;350
1;3529;2755;6;64;1,29;82,56;82,56
1;3540;2425;3;40;3;120;120
1;3540;2618;3;50;3;150;150
1;3540;2827;3;10;2,85;28,5;28,5
1;3540;2842;3;10;2,85;28,5;28,5
1;3540;2847;3;10;2,85;28,5;28,5
1;3547;2794;6;4;8,29;33,16;33,16
1;3549;2219;1;24;2,45;58,8;58,8
1;3549;2853;6;82;2,65;217,3;217,3
1;3550;2312;6;20;2,45;49;49
1;3550;2313;1;20;2,45;49;49
1;3574;2206;3;40;1,6;64;64
1;3574;2207;3;10;1,6;16;16
1;3574;2208;3;100;1,6;160;160
1;3574;2209;3;90;1,6;144;144
1;3574;2255;1;90;1,6;144;144
1;3574;2673;1;30;2,45;73,5;73,5
1;3593;2682;1;2500;0,99;2475;2475
1;3656;2365;6;48;8;384;384
1;3696;2868;6;1;140;140;140
1;3725;2550;3;140;5,59;782,6;782,6
1;3730;1890;1;20;2,97;59,4;59,4
1;3732;2170;4;36;7;252;252
1;3732;2599;4;10;8;80;80
1;3732;2602;6;20;8;160;160
1;3746;2606;6;3;25;75;75
1;3754;2635;3;20;19,45;389;389
1;3884;2076;6;15;68;1020;1020
1;3887;2407;6;50;5,9;295;295
1;3889;2759;6;30;15;450;450
1;3925;2537;6;120;3,5;420;420
1;3960;2057;6;25;68;1700;1700
1;4059;1954;3;1;45;45;45
1;4060;2641;3;240;5;1200;1200
1;4126;2217;1;60;1,6;96;96
1;4126;2530;1;3;52,5;157,5;157,5
1;4128;2368;3;60;2,99;179,4;179,4
1;4143;2473;1;50;14,9;745;745
1;4236;2370;1;50;14,9;745;745
1;4241;2788;1;30;18,9;567;567
1;4296;2734;6;10;11,9;119;119
1;4361;2182;3;330;4,4;1452;1452
1;4361;2210;3;100;4,4;440;440
1;4361;2233;3;115;4,4;506;506
1;4361;2235;3;160;4,4;704;704
1;4361;2454;3;300;4,33;1299;1299
1;4421;2193;3;2;125;250;250
1;4421;2683;6;1;280;280;280
1;4425;2885;6;1;500;500;500
1;4451;2762;1;4;8,99;35,96;35,96
1;4612;2248;1;2;47;94;94
1;4634;2254;3;250;4;1000;1000
1;4667;1245;3;180;1,65;297;297
1;4673;2571;3;80;3,75;300;300
1;4673;2572;3;80;3,75;300;300
1;4692;2866;3;164;1,49;244,36;244,36
1;4815;1200;3;90;1,28;115,2;115,2
1;4815;1219;3;90;1,28;115,2;115,2
1;4815;1340;1;60;1,99;119,4;119,4
1;4815;1425;3;100;1,99;199;199
1;4913;2220;3;2;58;116;116
1;5001;2640;1;60;2,5;150;150
1;5066;2706;4;1;3;3;3
1;5111;2083;4;1;260;260;260
1;5120;1528;6;4;345;1380;1380
1;5135;2097;6;1;80;80;80
1;5276;1194;3;10;11;110;110
1;5301;2504;3;90;1,93;173,7;173,7
1;5413;2799;3;1;35,65;35,65;35,65
1;5413;2800;3;10;35,65;356,5;356,5
1;5429;1888;6;30;8,93;267,9;267,9
1;5433;2296;3;1;350;350;350
1;5501;2215;6;244;0,8;195,2;195,2
1;5521;1198;4;6;159;954;954
1;5521;1201;4;9;159;1431;1431
1;5522;1173;6;15;7,5;112,5;112,5
1;5523;1174;6;15;15,4;231;231
1;5526;1176;3;10;22,18;221,8;221,8
1;5532;1175;4;1;89;89;89
1;5534;1183;6;290;19;5510;5510
1;5534;2468;6;73;28;2044;2044
1;5536;1189;3;2105;8,5;17892,5;17892,5
1;5536;1242;3;395;8,5;3357,5;3357,5
1;5537;1185;5;1;45;45;45
1;5538;1190;3;2;400;800;800
1;5538;2857;3;1;615;615;615
1;5539;1191;3;14;40;560;560
1;5539;1218;3;7;40;280;280
1;5540;1188;3;3;53,89;161,67;161,67
1;5546;1192;3;10;4,5;45;45
1;5559;1197;6;1;13;13;13
1;5564;1187;4;2;13,5;27;27
1;5575;1184;1;50;1,99;99,5;99,5
1;5579;1186;3;1;55,2;55,2;55,2
1;5580;1196;6;2;84,5;169;169
1;5582;1193;3;4;5,99;23,96;23,96
1;5602;2516;3;300;0,48;144;144
1;5629;1506;1;64;4,7;300,8;300,8
1;5629;1549;1;32;4,7;150,4;150,4
1;5629;1752;1;32;5,83;186,56;186,4
1;5648;1195;4;1;53,84;53,84;53,84
1;5663;1203;5;30;8;240;240
1;5670;1202;5;4;100;400;400
1;5675;2810;6;7;26;182;182
1;5677;1204;6;11;85;935;935
1;5682;1205;6;1;360;360;360
1;5682;2277;6;1;386;386;386
1;5682;2476;6;2;380;760;760
1;5682;2704;6;2;280;560;560
1;5683;1207;6;11;150;1650;1650
1;5685;1206;6;2;38,9;77,8;77,8
1;5687;1208;6;20;38,71;774,2;774,2
1;5702;1213;4;300;1,59;477;477
1;5705;1209;4;1;15;15;15
1;5708;1210;4;1;20;20;20
1;5709;1214;4;20;2;40;40
1;5710;2386;3;6;2,05;12,3;12,3
1;5711;1256;4;180;2;360;360
1;5711;1295;3;410;2;820;820
1;5711;1428;3;400;2;800;800
1;5711;2714;3;50;2,49;124,5;124,5
1;5711;2807;3;50;5,99;299,5;299,5
1;5721;1211;1;1;179;179;179
1;5722;2474;1;3;89;267;267
1;5722;2545;1;2;89;178;178
1;5722;2601;1;3;107,9;323,7;323,7
1;5722;2843;4;1;107,9;107,9;107,9
1;5724;1212;1;1;10,95;10,95;10,95
1;5742;1215;4;150;2,3;345;345
1;5742;1217;3;120;2,3;276;276
1;5742;1220;3;90;2;180;180
1;5744;1333;4;180;2;360;360
1;5744;1429;3;200;2;400;400
1;5757;1216;4;10;28;280;280
1;5770;1230;4;210;1,9;399;399
1;5770;1246;3;120;1,9;228;228
1;5770;1247;3;60;1,9;114;114
1;5770;1248;3;46;1,9;87,4;87,4
1;5770;1255;4;180;1,9;342;342
1;5770;1265;3;108;1,9;205,2;205,2
1;5770;1268;3;75;1,9;142,5;142,5
1;5771;1267;3;130;1,4;182;182
1;5771;2282;3;110;1,07;117,7;117,7
1;5771;2304;3;130;1,07;139,1;139,1
1;5771;2343;3;170;1,07;181,9;181,9
1;5771;2344;3;145;1,07;155,15;155,15
1;5771;2385;3;10;1,07;10,7;10,7
1;5772;1266;3;4;1,8;7,2;7,2
1;5772;1439;4;60;2,2;132;132
1;5773;1249;3;220;1,71;376,2;376
1;5779;1837;4;1;6,55;6,55;6,55
1;5784;1440;4;60;1,8;108;108
1;5790;1301;3;150;1,93;289,5;290
1;5790;1302;3;180;2;360;360
1;5790;1303;3;150;2;300;300
1;5790;1374;3;170;1,5;255;255
1;5790;1375;3;190;1,82;345,8;345
1;5790;1377;3;150;2;300;300
1;5790;1381;3;300;2;600;600
1;5790;1441;4;300;2;600;600
1;5792;1229;4;500;1,76;880;880
1;5794;1426;3;30;0,6;18;18
1;5798;1221;4;1;13;13;13
1;5805;1971;6;1;25;25;25
1;5806;2439;3;1;160;160;160
1;5812;1222;4;1;375;375;375
1;5813;1223;4;1;55;55;55
1;5819;1227;6;1;15;15;15
1;5824;1228;6;2;352;704;704
1;5825;1243;3;1;60;60;60
1;5829;2293;3;2;79;158;158
1;5831;1226;4;11;40;440;440
1;5831;1234;1;3;40;120;120
1;5831;1235;6;2;40;80;80
1;5831;1241;3;8;40;320;320
1;5831;1270;4;5;40;200;200
1;5831;1281;6;2;40;80;80
1;5831;1292;3;25;40;1000;1000
1;5831;1293;1;2;40;80;80
1;5831;1326;6;2;40;80;80
1;5831;1335;4;6;40;240;240
1;5831;1336;4;15;40;600;600
1;5831;1341;1;2;40;80;80
1;5831;1383;1;2;40;80;80
1;5831;1386;6;2;40;80;80
1;5831;1389;4;4;40;160;160
1;5831;1390;4;15;40;600;600
1;5831;1391;6;2;40;80;80
1;5831;1420;6;1;40;40;40
1;5831;1431;1;2;40;80;80
1;5831;1442;4;6;40;240;240
1;5831;1443;4;7;40;280;280
1;5831;1634;3;25;40;1000;1000
1;5831;1673;4;10;40;400;400
1;5831;1716;3;25;40;1000;1000
1;5831;1818;3;30;42;1260;1260
1;5831;1887;3;40;42;1680;1680
1;5831;1924;3;20;42;840;840
1;5831;1985;4;1;45;45;45
1;5831;1986;4;2;45;90;90
1;5831;1994;3;1;45;45;45
1;5831;1997;3;20;45;900;900
1;5831;2028;3;25;45;1125;1125
1;5831;2048;3;1;45;45;45
1;5831;2059;4;1;45;45;45
1;5831;2086;3;25;45;1125;1125
1;5831;2119;1;3;45;135;135
1;5831;2121;4;2;45;90;90
1;5831;2122;4;2;45;90;90
1;5831;2126;3;1;45;45;45
1;5831;2173;3;20;47;940;940
1;5831;2241;3;2;47;94;94
1;5831;2243;3;30;47;1410;1410
1;5831;2244;6;2;47;94;94
1;5831;2247;4;2;47;94;94
1;5831;2375;3;20;52;1040;1040
1;5831;2437;3;30;52;1560;1560
1;5831;2442;3;4;52;208;208
1;5831;2449;6;3;52;156;156
1;5831;2452;4;2;52;104;104
1;5831;2453;4;2;52;104;104
1;5832;1238;3;1;270;270;270
1;5832;2378;6;1;345;345;345
1;5832;2412;6;1;345;345;345
1;5833;1237;6;8;18;144;144
1;5833;2533;6;15;27;405;405
1;5833;2644;3;10;28;280;280
1;5837;1224;4;8;1,5;12;12
1;5853;1239;3;3;15;45;45
1;5861;1225;4;1;45;45;45
1;5865;1240;3;3;52;156;156
1;5865;1835;4;1;95;95;95
1;5882;1231;4;10;149;1490;1490
1;5882;1233;1;10;149;1490;1490
1;5883;1232;1;2;27;54;54
1;5884;1236;6;19;5,7;108,3;108,3
1;5887;1244;3;5;19;95;95
1;5892;1410;3;220;3,1;682;682
1;5892;1445;3;300;2,3;690;690
1;5892;1473;3;140;2,3;322;322
1;5892;1698;4;36;6,57;236,52;236,52
1;5899;1332;3;60;9,43;565,8;566
1;5904;1251;4;5;5,85;29,25;29,25
1;5931;1250;4;2;7,3;14,6;14,6
1;5955;1264;1;1;90;90;90
1;5958;1252;4;1;6;6;6
1;5962;2658;6;2;45;90;90
1;5963;1260;6;4;2;8;8
1;5973;1261;6;60;14,56;873,6;873,6
1;5977;1254;4;30;2,2;66;66
1;5982;1253;4;25;2,69;67,25;67,25
1;5987;2674;1;10;2,94;29,4;29,4
1;5988;1262;6;6;18;108;108
1;5988;2416;6;44;29;1276;1276
1;5991;1415;6;3;95;285;285
1;5992;1259;3;50;1,9;95;95
1;5992;1263;4;20;1,9;38;38
1;6000;1258;4;1;362,16;362,16;362,16
1;6001;1257;4;10;18;180;180
1;6002;1269;3;237;1,4;331,8;331,8
1;6002;1298;3;163;1,4;228,2;228,2
1;6002;2693;3;100;1,29;129;129
1;6002;2694;3;200;1,29;258;258
1;6002;2720;3;386;1,29;497,94;497,94
1;6002;2741;3;240;1,29;309,6;309,6
1;6002;2769;3;102;1,29;131,58;131,58
1;6002;2781;3;126;1,73;217,98;217,98
1;6002;2813;3;206;1,95;401,7;401,7
1;6002;2834;3;382;1,95;744,9;744,9
1;6002;2860;3;210;1,95;409,5;409,5
1;6002;2865;3;90;1,95;175,5;175,5
1;6013;1282;6;1;85;85;85
1;6018;2729;6;1;50;50;50
1;6019;1271;4;2;270;540;540
1;6022;1283;6;2;990;1980;1980
1;6025;1284;6;1;2;2;2
1;6042;1285;6;1;45;45;45
1;6044;1272;4;1;38,5;38,5;38,5
1;6044;2101;4;1;30;30;30
1;6045;1273;4;1;75;75;75
1;6046;1274;4;4;19;76;76
1;6046;1324;6;4;18,5;74;74
1;6049;1275;4;10;1,3;13;13
1;6056;1286;6;50;1,8;90;90
1;6060;1288;3;6;31;186;186
1;6061;1297;6;10;28;280;280
1;6062;1289;3;2;23;46;46
1;6066;1290;3;1;4;4;4
1;6075;1287;6;6;18,5;111;111
1;6080;1291;3;24;4;96;96
1;6091;1276;4;36;1,98;71,28;71,28
1;6091;1294;1;50;1,99;99,5;99,5
1;6091;1299;3;79;1,9;150,1;150,1
1;6091;1300;3;79;1,9;150,1;150,1
1;6091;1322;3;90;1,9;171;171
1;6091;1334;4;30;1,99;59,7;59,7
1;6091;1338;4;210;1,9;399;399
1;6091;1351;3;90;1,9;171;171
1;6091;1352;3;105;1,9;199,5;199,5
1;6091;1354;3;40;1,9;76;76
1;6091;1360;4;150;1,9;285;285
1;6091;1361;4;150;1,9;285;285
1;6091;1371;3;44;1,9;83,6;83,6
1;6091;1376;3;115;1,9;218,5;218,5
1;6091;1378;3;180;1,9;342;342
1;6091;1392;3;131;1,9;248,9;248,9
1;6091;1399;4;150;1,9;285;285
1;6091;1408;3;150;1,9;285;285
1;6091;1424;3;240;1,9;456;456
1;6091;1438;4;70;1,99;139,3;139,3
1;6091;1444;3;100;1,9;190;190
1;6098;1279;4;120;1,3;156;156
1;6098;1280;4;120;1,3;156;156
1;6098;1305;4;120;1,3;156;156
1;6098;1427;3;30;2,2;66;66
1;6103;1469;6;20;2,1;42;42
1;6104;1277;4;1;630;630;630
1;6104;1278;4;1;732;732;732
1;6105;1347;4;240;1;240;240
1;6105;1353;3;190;1,4;266;266
1;6105;1355;3;190;1,4;266;266
1;6108;1304;3;100;1,6;160;160
1;6112;1296;3;460;2;920;920
1;6112;1373;3;690;2;1380;1380
1;6112;2403;3;2500;0,75;1875;1875
1;6112;2404;3;2500;0,75;1875;1875
1;6112;2593;3;1000;0,75;750;750
1;6112;2594;3;3000;0,75;2250;2250
1;6113;1996;3;420;1,9;798;798
1;6113;2007;3;250;1,9;475;475
1;6113;2088;3;230;1,9;437;437
1;6113;2104;3;300;1,9;570;570
1;6114;1321;3;300;0,4;120;120
1;6122;1317;3;40;0,77;30,8;30,8
1;6122;1320;3;40;0,77;30,8;30,8
1;6125;1316;3;6;2,7;16,2;16,2
1;6125;1319;3;6;2,7;16,2;16,2
1;6139;1315;3;50;1;50;50
1;6139;1318;3;50;1;50;50
1;6152;1312;1;3;64,5;193,5;193,5
1;6154;1306;4;64;1,29;82,56;82,56
1;6155;1313;3;20;1,9;38;38
1;6165;1314;6;10;31,67;316,7;316,7
1;6166;1308;6;3;61,95;185,85;185,85
1;6167;1309;6;30;8,3;249;249
1;6171;1385;6;20;13,48;269,6;269,6
1;6176;1310;6;31;40;1240;1240
1;6177;1311;6;120;14,56;1747,2;1747,2
1;6177;2886;6;50;11,9;595;595
1;6179;1307;4;1;35;35;35
1;6191;1345;3;144;12;1728;1728
1;6199;1325;6;8;44,2;353,6;353,6
1;6200;1344;3;15;25,87;388,05;388,05
1;6206;1339;1;500;2,49;1245;1245
1;6206;1348;1;500;2,49;1245;1245
1;6207;1342;3;50;2,2;110;110
1;6207;1346;3;50;2,2;110;110
1;6215;2279;1;50;14,9;745;745
1;6223;1343;3;64;2,2;140,8;140,8
1;6224;1430;3;50;9,12;456;456
1;6235;1327;6;6;22;132;132
1;6241;1329;6;5;85;425;425
1;6242;1330;6;10;22;220;220
1;6243;1328;6;4;85;340;340
1;6247;1337;4;1;17;17;17
1;6250;1323;3;1;18;18;18
1;6254;1331;6;1;20;20;20
1;6259;1362;6;12;18,5;222;222
1;6263;1356;4;500;0,5;250;250
1;6263;1357;4;500;0,5;250;250
1;6263;1400;4;500;0,5;250;250
1;6263;1401;4;500;0,5;250;250
1;6268;1349;3;156;2;312;312
1;6268;1350;3;300;2;600;600
1;6268;1372;3;500;2;1000;1000
1;6268;2234;3;200;3;600;600
1;6268;2443;3;180;2,69;484,2;484,2
1;6268;2549;3;420;2,69;1129,8;1129,8
1;6268;2688;3;100;2,49;249;249
1;6268;2763;3;50;2,49;124,5;124,5
1;6268;2806;3;50;5,99;299,5;299,5
1;6268;2828;3;50;5,99;299,5;299,5
1;6268;2831;3;50;5,99;299,5;299,5
1;6268;2839;3;50;5,99;299,5;299,5
1;6269;2712;3;40;2,48;99,2;99,2
1;6274;1820;3;50;2,5;125;125
1;6275;1363;6;1;546;546;546
1;6275;2138;6;1;885;885;885
1;6276;1365;1;3;31;93;93
1;6280;1359;4;1;8;8;8
1;6289;1358;4;100;1,3;130;130
1;6304;1367;3;15;28;420;420
1;6306;1364;6;8,7;18;156,6;156,6
1;6307;1366;3;1,16;89,66;104,0056;104,0056
