NUM_ITEM;ID_PRO;ID_REQ;ID_SEC;QTD_PRO;PRE_UNIT;TOTAL_ITEM;TOTAL_REAL
2;7597;2112;3;1;11,21;11,21;11,21
2;7605;1777;1;2;2,69;5,38;5,38
2;7606;1797;4;25;2,15;53,75;53,75
2;7606;1866;4;10;2,25;22,5;22,5
2;7611;2235;3;250;3,2;800;800
2;7611;2286;3;25;3,2;80;80
2;7617;2510;4;5;26,34;131,7;131,7
2;7624;1798;4;1;60;60;60
2;7629;1783;1;4;43,8;175,2;175,2
2;7632;2242;3;1;60;60;60
2;7636;1784;1;1;28;28;28
2;7642;1789;6;1;20;20;20
2;7649;1790;6;10;5;50;50
2;7656;1795;6;8;16,75;134;134
2;7661;2008;6;4;490;1960;1960
2;7667;1796;6;8;24,57;196,56;196,56
2;7669;1779;3;30;2,2;66;66
2;7671;1872;3;860;1,8;1548;1548
2;7677;1844;3;360;1,8;648;648
2;7687;1781;3;12;155;1860;1860
2;7690;1791;6;20;2,08;41,6;41,6
2;7695;2686;3;40;2,3;92;92
2;7696;1801;4;144;0,35;50,4;50,4
2;7703;1837;4;2;3,63;7,26;7,26
2;7703;2506;3;200;2,7;540;540
2;7729;2215;6;2;375,7;751,4;751,4
2;7729;2347;6;1;331,2;331,2;331,2
2;7729;2365;6;1;336;336;336
2;7730;1806;6;1;250;250;250
2;7732;1807;6;15;1,89;28,35;28,35
2;7749;1811;6;1;107,91;107,91;107,91
2;7751;1812;6;1;238;238;238
2;7760;1803;1;1;150;150;150
2;7762;1816;3;1;18;18;18
2;7767;2536;6;1;79,9;79,9;79,9
2;7776;1819;3;1;43,8;43,8;43,8
2;7780;1823;1;1;15,99;15,99;15,99
2;7789;1921;3;180;12,04;2167,2;2168
2;7792;1851;6;1;23,4;23,4;23,4
2;7797;2246;6;5;2,89;14,45;14,45
2;7798;2669;3;29;0,75;21,75;21,75
2;7802;1850;6;2;4;8;8
2;7807;1846;4;2;65;130;130
2;7809;2253;3;9;2;18;18
2;7818;1849;6;1;10,1;10,1;10,1
2;7825;1863;1;4;25;100;100
2;7825;1875;3;1;25;25;25
2;7828;1867;6;24;1,19;28,56;28,56
2;7830;2181;6;50;2,25;112,5;112,5
2;7834;2033;6;4;26;104;104
2;7835;1870;6;2;42,5;85;85
2;7835;2128;3;3;33;99;99
2;7837;2082;6;2;16,5;33;33
2;7845;1871;6;36;0,5;18;18
2;7852;2107;3;1;13;13;13
2;7863;1878;1;3;16,9;50,7;50,7
2;7895;1877;1;70;0,29;20,3;20,3
2;7935;1891;1;1;72,7;72,7;72,7
2;7935;1892;4;1;72,7;72,7;72,7
2;7940;1902;1;2;45;90;90
2;7947;1897;3;1;215;215;215
2;7960;1896;3;50;1,88;94;94
2;7961;1900;6;40;45;1800;1800
2;7961;2655;6;2;330;660;660
2;7961;2705;6;1;350;350;350
2;7963;1910;6;10;2,12;21,2;21,2
2;7968;2341;6;1;89;89;89
2;7980;1923;3;1;120;120;120
2;7982;1925;3;1;150;150;150
2;7988;1930;6;2;50;100;100
2;8010;1931;6;1;93,6;93,6;93,6
2;8012;2886;6;10;23,9;239;239
2;8021;1936;6;150;0,4;60;60
2;8023;2294;3;1;10,1;10,1;10,1
2;8026;2632;3;6;10,83;64,98;64,98
2;8033;1937;6;4;8;32;32
2;8035;1939;6;2;6,25;12,5;12,5
2;8043;2289;6;96;1,59;152,64;152,64
2;8043;2312;6;20;1,59;31,8;31,8
2;8043;2313;1;20;1,59;31,8;31,8
2;8043;2398;3;15;10,5;157,5;157,5
2;8048;1973;6;12;2,99;35,88;35,88
2;8048;2853;6;17;8,29;140,93;140,93
2;8048;2854;1;4;8,29;33,16;33,16
2;8050;2343;3;15;1,6;24;24
2;8051;1940;1;5;2,66;13,3;13,3
2;8051;2022;3;247;1,9;469,3;469,3
2;8051;2132;3;360;1,9;684;684
2;8060;2530;1;3;59,8;179,4;179,4
2;8062;1992;3;200;1,82;364;364
2;8063;2383;4;2;90;180;180
2;8064;1948;1;1;22;22;22
2;8067;2054;1;3;16;48;48
2;8073;1947;1;4;25;100;100
2;8076;1946;1;200;1,39;278;278
2;8079;1943;6;8;52;416;416
2;8080;2011;6;25;24;600;600
2;8080;2175;3;10;26;260;260
2;8087;1945;6;1;75;75;75
2;8091;1942;3;2;27,99;55,98;55,98
2;8095;1967;6;3;114,9;344,7;344,7
2;8106;2156;3;50;19,6;980;980
2;8112;2001;3;24;2,99;71,76;71,76
2;8112;2332;3;200;4,5;900;900
2;8113;2327;3;426;2;852;852
2;8122;2183;3;4;3;12;12
2;8123;2023;3;250;1,9;475;475
2;8123;2223;3;250;4;1000;1000
2;8123;2307;3;350;4;1400;1400
2;8124;2311;3;190;2,44;463,6;463,6
2;8125;1981;3;8;0,59;4,72;4,72
2;8128;1949;6;10;2,35;23,5;23,5
2;8144;1956;3;4;70;280;280
2;8145;1955;3;2;150;300;300
2;8147;1971;6;1;25;25;25
2;8148;1968;6;1;4;4;4
2;8152;1966;6;6;8;48;48
2;8152;1970;6;1;40;40;40
2;8154;1962;6;8;7,25;58;58
2;8163;1963;6;4;131,05;524,2;524,2
2;8164;1961;6;1;85,27;85,27;85,27
2;8183;1969;6;1;5,9;5,9;5,9
2;8223;1972;6;5;12,8;64;64
2;8223;2759;6;15;23,9;358,5;358,5
2;8225;2558;6;9;22,9;206,1;206,1
2;8226;2357;6;6;29,9;179,4;179,4
2;8226;2407;6;10;34,9;349;349
2;8226;2606;6;10;34,9;349;349
2;8226;2858;6;25;39,9;997,5;997,5
2;8227;2734;6;5;59,9;299,5;299,5
2;8236;1952;1;1;320;320;320
2;8239;1958;3;600;3,5;2100;2100
2;8243;2337;1;50;1,35;67,5;67,5
2;8252;1978;3;63;2,05;129,15;129,15
2;8270;2053;1;2;125,9;251,8;251,8
2;8271;1974;1;2;83,9;167,8;167,8
2;8272;2120;1;3;110,8;332,4;332,4
2;8272;2474;1;3;113,9;341,7;341,7
2;8272;2545;1;2;134,6;269,2;269,2
2;8272;2601;1;2;134,6;269,2;269,2
2;8272;2843;4;1;134,6;134,6;134,6
2;8273;2045;3;80;1,65;132;132
2;8274;1977;3;7;2,15;15,05;15,05
2;8276;2673;1;40;3,39;135,6;135,6
2;8285;2219;1;20;2,35;47;47
2;8287;1988;3;1;93;93;93
2;8291;2656;6;1;87;87;87
2;8301;1976;3;4;14;56;56
2;8302;2761;1;3;22;66;66
2;8303;2472;4;1;59;59;59
2;8307;2619;1;1;300;300;300
2;8307;2624;1;1;300;300;300
2;8310;2717;3;50;15;750;750
2;8313;2345;3;70;2;140;140
2;8315;2206;3;90;2,44;219,6;219,6
2;8317;2421;3;1;90;90;90
2;8318;1999;3;1;145;145;145
2;8318;2719;3;1;110;110;110
2;8321;1983;1;1;33;33;33
2;8328;1989;3;2;100;200;200
2;8333;1987;4;1;229;229;229
2;8340;2855;3;1;120;120;120
2;8341;2002;3;1;150;150;150
2;8343;2003;3;2;450;900;900
2;8345;2004;3;2;250;500;500
2;8347;2005;3;1;325;325;325
2;8351;2010;6;1;67,9;67,9;67,9
2;8358;2013;6;1;4;4;4
2;8365;2014;6;1;22;22;22
2;8372;2015;6;1;41;41;41
2;8376;2556;3;1;220;220;220
2;8379;2006;3;5;65;325;325
2;8389;2044;6;1;390;390;390
2;8389;2097;6;2;420;840;840
2;8390;2463;3;2;1850;3700;3700
2;8392;2031;3;8;114,9;919,2;919,2
2;8407;2043;6;1;290;290;290
2;8409;2027;3;4;10;40;40
2;8410;2319;3;3;110;330;330
2;8412;2024;3;3;180;540;540
2;8412;2026;3;2;180;360;360
2;8413;2025;3;1;134;134;134
2;8418;2084;3;1;95;95;95
2;8420;2032;6;3;265;795;795
2;8426;2036;6;1;65;65;65
2;8430;2035;6;1;29;29;29
2;8430;2056;6;1;116;116;116
2;8434;2340;6;2;7;14;14
2;8441;2050;3;1;82,43;82,43;82,43
2;8448;2612;3;1;15;15;15
2;8451;2058;6;60;11;660;660
2;8459;2644;3;1000;0,42;420;420
2;8479;2062;6;3;99;297;297
2;8484;2092;6;1;240;240;240
2;8485;2245;6;2;400;800;800
2;8485;2695;6;3;330;990;990
2;8486;2063;6;6;15;90;90
2;8488;2203;6;2000;0,38;760;760
2;8490;2083;4;1;20;20;20
2;8492;2079;6;1;25;25;25
2;8492;2085;3;10;3;30;30
2;8495;2088;3;2500;0,18;450;450
2;8495;2254;3;2200;0,79;1738;1738
2;8495;2515;3;2500;0,85;2125;2125
2;8495;2830;3;340;0,65;221;221
2;8498;2204;6;2;495;990;990
2;8500;2098;6;1;9;9;9
2;8509;2095;6;1;10;10;10
2;8510;2381;6;1;40;40;40
2;8516;2372;6;1;35;35;35
2;8523;2094;6;1;20;20;20
2;8542;2827;3;30;3,46;103,8;103,8
2;8542;2842;3;120;3,46;415,2;415,2
2;8544;2129;3;1;25;25;25
2;8545;2130;3;1;25;25;25
2;8561;2134;6;9;11;99;99
2;8565;2141;3;1;450;450;450
2;8565;2819;3;1;176;176;176
2;8567;2140;3;1;102,53;102,53;102,53
2;8574;2139;6;1;7,95;7,95;7,95
2;8584;2366;6;10;1,5;15;15
2;8587;2135;6;7;43;301;301
2;8590;2136;6;120;7,6;912;912
2;8592;2143;1;2;9,35;18,7;18,7
2;8611;2137;6;100;1,99;199;199
2;8613;2209;3;35;1,6;56;56
2;8613;2236;3;115;1,6;184;184
2;8613;2256;3;85;1,6;136;136
2;8614;2142;1;40;2,65;106;106
2;8615;2185;3;20;2;40;40
2;8615;2188;3;40;2;80;80
2;8615;2291;1;40;2;80;80
2;8632;2231;3;135;1,07;144,45;144,45
2;8637;2255;1;40;2;80;80
2;8637;2333;3;120;2;240;240
2;8640;2147;3;40;0,38;15,2;15,2
2;8644;2330;3;306;2;612;612
2;8644;2331;3;714;2;1428;1428
2;8644;2549;3;140;3,75;525;525
2;8645;2148;3;50;2,49;124,5;124,5
2;8652;2155;3;2;980;1960;1960
2;8652;2193;3;2;722;1444;1444
2;8652;2227;3;2;1050;2100;2100
2;8652;2298;3;2;890;1780;1780
2;8652;2801;3;2;1550;3100;3100
2;8654;2392;3;3;60;180;180
2;8654;2650;6;2;60;120;120
2;8656;2159;4;1;65;65;65
2;8659;2238;1;120;6,95;834;834
2;8660;2163;1;2;110,8;221,6;221,6
2;8668;2158;3;2;20;40;40
2;8670;2464;3;1;90;90;90
2;8670;2630;4;1;15;15;15
2;8681;2166;3;8;12;96;96
2;8693;2178;6;1;6,2;6,2;6,2
2;8713;2174;3;1;100;100;100
2;8717;2198;1;6;18;108;108
2;8722;2200;6;120;5;600;600
2;8723;2438;3;1;15;15;15
2;8724;2202;6;1;170;170;170
2;8733;2470;6;1;35;35;35
2;8741;2205;6;1;20,25;20,25;20,25
2;8750;2190;3;1;3,65;3,65;3,65
2;8760;2212;4;2;2,5;5;5
2;8770;2222;3;1;486;486;486
2;8771;2225;3;378;16;6048;6048
2;8774;2350;3;4;980;3920;3920
2;8774;2355;3;2;980;1960;1960
2;8774;2377;3;2;990;1980;1980
2;8774;2660;3;2;1490;2980;2980
2;8775;2527;3;2;60;120;120
2;8777;2239;1;30;26;780;780
2;8782;2278;6;2;1,5;3;3
2;8785;2272;6;2;29;58;58
2;8791;2264;3;1;300;300;300
2;8794;2268;3;1;270;270;270
2;8797;2265;3;4;25;100;100
2;8804;2299;3;1;10;10;10
2;8807;2292;3;10;4;40;40
2;8813;2324;3;250;3,3;825;825
2;8816;2845;1;300;0,23;69;69
2;8825;2764;3;400;0,25;100;100
2;8833;2353;1;13;18;234;234
2;8850;2361;3;2;222;444;444
2;8855;2362;1;300;3,56;1068;1068
2;8868;2382;6;1;695;695;695
2;8871;2396;4;1;30;30;30
2;8873;2735;4;1;40;40;40
2;8879;2411;6;2;1;2;2
2;8886;2399;3;1;8;8;8
2;8906;2450;6;3;63,3;189,9;189,9
2;8922;2505;3;40;5,6;224;224
2;8924;2432;3;2;15;30;30
2;8926;2447;6;1;3580;3580;3580
2;8931;2460;3;2;35;70;70
2;8935;2461;3;300;1,2;360;360
2;8941;2462;3;260;0,15;39;39
2;8941;2689;3;120;0,09;10,8;10,8
2;8943;2627;6;1;770;770;770
2;8949;2471;6;1;50;50;50
2;8951;2494;6;1;165;165;165
2;8964;2523;3;2;250;500;500
2;8970;2532;6;1;229,9;229,9;229,9
2;8974;2544;1;30;1;30;30
2;8987;2634;3;4;229,9;919,6;919,6
2;8987;2635;3;4;229,9;919,6;919,6
2;8988;2554;3;5;284,9;1424,5;1424,5
2;9026;2603;6;1;68;68;68
2;9034;2628;6;2;1250;2500;2500
2;9035;2649;6;1;320;320;320
2;9036;2629;6;1;275;275;275
2;9053;2820;3;1;2786;2786;2786
2;9087;2696;6;2;1750;3500;3500
2;9090;2651;6;2;5,8;11,6;11,6
2;9096;2658;6;1;20;20;20
2;9103;2659;6;1;20;20;20
2;9114;2657;6;2;0,6;1,2;1,2
2;9128;2661;3;40;0,1;4;4
2;9133;2670;3;11;170;1870;1870
2;9133;2776;1;3;150;450;450
2;9134;2884;1;4;80;320;320
2;9136;2671;3;1;70;70;70
2;9138;2672;1;1;320;320;320
2;9151;2691;3;3;25;75;75
2;9152;2780;3;5;25;125;125
2;9162;2697;6;2;1800;3600;3600
2;9167;2718;3;1;350;350;350
2;9180;2738;3;1;157,12;157,12;157,12
2;9181;2737;3;1;100;100;100
2;9186;2748;3;4;5,5;22;22
2;9188;2760;6;2;19,11;38,22;38,22
2;9206;2787;1;1;80;80;80
2;9212;2800;3;1;128,5;128,5;128,5
2;9216;2812;6;11;17,04;187,44;187,44
2;9249;2810;6;1;3800;3800;3800
2;9252;2840;3;1;26;26;26
2;9253;2888;3;300;0,3;90;90
2;9257;2846;3;2;75;150;150
2;9259;2869;6;4;86;344;344
3;213;2834;3;50;5,99;299,5;299,5
3;217;2712;3;5;2,48;12,4;12,4
3;223;2618;3;50;1,5;75;75
3;223;2809;3;100;1,5;150;150
3;226;2293;3;2;79;158;158
3;228;2779;3;2;85;170;170
3;314;2556;3;1;7;7;7
3;319;2735;4;1;60;60;60
3;393;2381;6;2;2;4;4
3;461;2154;6;26;14;364;364
3;495;2266;3;2;4,4;8,8;8,8
3;509;2629;6;1;31,45;31,45;31,45
3;578;2558;6;4;30,9;123,6;123,6
3;1012;2565;6;1;20;20;20
3;1391;2646;3;10;22;220;220
3;1397;2530;1;3;55;165;165
3;1714;2344;3;36;0,34;12,24;12,24
3;1714;2385;3;38;0,34;12,92;12,92
3;1714;2388;3;40;0,34;13,6;13,6
3;1714;2427;3;28;0,64;17,92;17,92
3;1714;2501;3;45;0,64;28,8;28,8
3;1719;2386;3;217;1,8;390,6;390,6
3;1719;2389;3;183;1,8;329,4;329,4
3;1720;2751;3;10;13,96;139,6;139,6
3;1776;2230;3;220;2;440;440
3;1776;2231;3;220;2;440;440
3;1776;2303;3;123;2;246;246
3;1784;2645;3;5;36;180;180
3;2047;2823;3;113;4;452;452
3;2047;2850;3;463;4;1852;1852
3;2047;2872;3;310;4;1240;1240
3;2056;2789;1;5;3,49;17,45;17,45
3;2238;2706;4;2;20;40;40
3;2260;2627;6;1;233;233;233
3;2273;2356;3;2;50;100;100
3;2475;2721;3;63;0,89;56,07;56,07
3;2477;2687;3;5;2,48;12,4;12,4
3;2499;2673;1;40;3,34;133,6;133,6
3;2514;2105;3;120;9,9;1188;1188
3;2575;1181;4;499;1,35;673,65;673,65
3;2587;1179;4;0,91;3,5;3,185;3,1825
3;2754;2275;6;1;90;90;90
3;2845;2774;6;2;3,1;6,2;6,2
3;2895;2359;6;5;66,15;330,75;330,75
3;3239;2705;6;30;27;810;810
3;3266;2168;4;1;81;81;81
3;3354;2464;3;2;130;260;260
3;3366;2056;6;1;223;223;223
3;3375;2282;3;70;1,6;112;112
3;3529;2181;6;200;1,29;258;258
3;3529;2214;6;100;2,35;235;235
3;3529;2654;6;96;2,99;287,04;287,04
3;3529;2853;6;33;1,58;52,14;52,14
3;3540;2710;3;10;2,85;28,5;28,5
3;3540;2743;3;90;3,48;313,2;313,2
3;3540;2821;3;25;3,48;87;87
3;3540;2879;3;100;3,48;348;348
3;3675;2580;6;20;6,5;130;130
3;3675;2734;6;30;6,3;189;189
3;3727;2217;1;40;2;80;80
3;3817;2640;1;40;3,75;150;150
3;3882;2606;6;5;19,9;99,5;99,5
3;3889;2407;6;40;11,9;476;476
3;3964;2859;6;30;14,9;447;447
3;4027;2510;4;10;29,1;291;291
3;4057;2526;3;18;16;288;288
3;4060;2425;3;250;3;750;750
3;4060;2522;3;150;3;450;450
3;4060;2716;3;25;2,4;60;60
3;4060;2841;3;30;4,5;135;135
3;4075;2400;3;600;2,04;1224;1224
3;4078;2489;3;280;3,95;1106;1106
3;4078;2641;3;400;5;2000;2000
3;4125;2504;3;10;1,58;15,8;15,8
3;4129;2808;3;40;2,48;99,2;99,2
3;4132;2234;3;180;3;540;540
3;4132;2727;3;40;2,48;99,2;99,2
3;4132;2777;3;60;2,48;148,8;148,8
3;4132;2805;3;60;2,48;148,8;148,8
3;4132;2827;3;60;2,48;148,8;148,8
3;4132;2832;3;60;2,48;148,8;148,8
3;4132;2842;3;60;2,48;148,8;148,8
3;4172;1972;6;5;22,5;112,5;112,5
3;4361;2184;3;185;4,4;814;814
3;4361;2260;3;150;4,4;660;660
3;4361;2345;3;270;4,4;1188;1188
3;4477;2397;3;40;8,9;356;356
3;4660;1200;3;194;6,33;1228,02;1228,602
3;4675;2571;3;70;3,75;262,5;262,5
3;4686;2807;3;30;4,5;135;135
3;4827;2663;3;30;2,99;89,7;89,7
3;4896;2791;6;1;32,74;32,74;32,74
3;4913;2218;1;2;18;36;36
3;5057;2099;6;3;240;720;720
3;5174;2440;3;1;180;180;180
3;5271;1748;4;100;0,4;40;40
3;5301;2503;3;73;1,93;140,89;140,89
3;5301;2569;3;276;1,93;532,68;532,68
3;5301;2623;3;173;1,93;333,89;333,89
3;5301;2664;3;12;1,93;23,16;23,16
3;5301;2720;3;382;2,18;832,76;832,76
3;5301;2769;3;496;2,46;1220,16;1219,95
3;5301;2781;3;36;2,67;96,12;96,12
3;5301;2813;3;390;2,67;1041,3;1041,3
3;5379;1745;4;1;4,9;4,9;4,9
3;5442;2674;1;9;3,9;35,1;35,1
3;5443;1732;1;20;1,2;24;24
3;5459;1193;3;25;0,55;13,75;13,75
3;5475;1498;6;20;1,9;38;38
3;5527;1176;3;20;2,6;52;52
3;5541;1187;4;100;1;100;100
3;5545;2274;6;4;3,9;15,6;15,6
3;5554;2632;3;10;5,82;58,2;58,2
3;5555;1192;3;5;4,5;22,5;22,5
3;5556;1197;6;3;21;63;63
3;5558;1971;6;1;2;2;2
3;5558;2094;6;1;2;2;2
3;5558;2574;3;6;2,5;15;15
3;5558;2604;6;1;2;2;2
3;5578;1184;1;25;2,5;62,5;62,5
3;5598;1194;3;1;3,9;3,9;3,9
3;5629;1505;1;32;4,7;150,4;150,4
3;5650;1195;4;1;53,44;53,44;53,44
3;5665;1203;5;30;8;240;240
3;5672;1202;5;15;15;225;225
3;5675;1204;6;50;18;900;900
3;5679;1205;6;2;24;48;48
3;5686;1206;6;2;38,9;77,8;77,8
3;5687;2886;6;5;28,9;144,5;144,5
3;5689;1208;6;5;9,49;47,45;47,45
3;5692;2246;6;30;9,9;297;297
3;5704;1213;4;20;7,7;154;154
3;5710;2283;3;70;2,05;143,5;143,5
3;5710;2387;3;240;1,95;468;468,12
3;5710;2680;3;90;2,49;224,1;224,1
3;5711;1214;4;60;2;120;120
3;5711;1219;3;60;2;120;120
3;5711;1220;3;60;2;120;120
3;5711;2693;3;100;2,49;249;249
3;5712;1246;3;200;1,79;358;358
3;5712;1248;3;100;1,79;179;179
3;5715;1245;3;15;2;30;30
3;5716;1256;4;180;2;360;360
3;5720;1354;3;11;2,2;24,2;24,2
3;5720;1355;3;16;2,2;35,2;35,2
3;5721;2474;1;1;227;227;227
3;5726;1212;1;1;8;8;8
3;5744;1426;3;300;1,5;450;450
3;5745;1215;4;100;2,4;240;240
3;5747;2752;3;40;2,48;99,2;99,2
3;5747;2753;3;40;2,48;99,2;99,2
3;5747;2833;3;40;2,48;99,2;99,2
3;5749;1217;3;30;9,99;299,7;299,7
3;5750;1295;3;200;2,35;470;470
3;5759;1216;4;50;1;50;50
3;5771;1230;4;100;1;100;100
3;5771;1255;4;130;1;130;130
3;5771;1360;4;400;1;400;400
3;5771;1361;4;200;1;200;200
3;5771;2301;3;115;1,07;123,05;123,05
3;5771;2302;3;85;1,07;90,95;90,95
3;5771;2309;3;115;1,07;123,05;123,05
3;5772;1427;3;300;1,4;420;420
3;5773;1247;3;200;1,7;340;340
3;5773;1265;3;180;1,8;324;324
3;5774;1904;3;126;2,1;264,6;264,6
3;5774;2546;1;3;65;195;195
3;5778;1444;3;180;2,99;538,2;538,2
3;5780;1352;3;48;1,3;62,4;62,4
3;5781;1229;4;100;2,3;230;230
3;5785;1371;3;70;1,25;87,5;87,5
3;5785;1408;3;310;1,25;387,5;387,5
3;5786;1440;4;200;2;400;400
3;5790;1269;3;95;2;190;190
3;5791;2806;3;200;2,9;580;580
3;5795;2686;3;5;2,48;12,4;12,4
3;5800;1221;4;1;100;100;100
3;5806;2005;3;1;175;175;175
3;5814;1227;6;1;14;14;14
3;5816;1223;4;1;3;3;3
3;5827;1243;3;1;60;60;60
3;5835;1237;6;5;4;20;20
3;5839;1224;4;2;2;4;4
3;5855;1239;3;3;5,5;16,5;16,5
3;5862;1225;4;3;1,5;4,5;4,5
3;5867;1835;4;2;6;12;12
3;5886;1240;3;3;17;51;51
3;5890;1244;3;3;4;12;12
3;5892;1249;3;215;3,1;666,5;666,5
3;5892;1266;3;230;3,1;713;713
3;5892;1392;3;220;3,1;682;682
3;5896;1305;4;100;0,8;80;80
3;5896;1377;3;96;1,3;124,8;124,8
3;5899;1351;3;46;7,9;363,4;363,4
3;5900;1267;3;43;2,9;124,7;124,7
3;5903;1268;3;200;1,7;340;340
3;5903;1299;3;240;1,7;408;408
3;5903;1300;3;100;1,7;170;170
3;5906;1251;4;4;8,65;34,6;34,6
3;5933;1250;4;2;14,9;29,8;29,8
3;5957;1264;1;1;25;25;25
3;5960;1252;4;1;14;14;14
3;5961;2290;6;10;4;40;40
3;5965;1260;6;1;1,5;1,5;1,5
3;5975;1261;6;10;13,96;139,6;139,6
3;5979;1254;4;100;1,99;199;199
3;5979;1376;3;200;1,8;360;360
3;5979;1378;3;300;1,8;540;540
3;5979;1424;3;600;1,8;1080;1080
3;5979;1975;1;5;2,49;12,45;12,45
3;5979;2291;1;20;2;40;40
3;5980;1646;4;3;2,8;8,4;8,4
3;5986;1253;4;10;0,99;9,9;9,9
3;5990;1262;6;2;16,5;33;33
3;5993;1259;3;100;1,1;110;110
3;5994;1263;4;120;1,2;144;144
3;6007;1333;4;130;2,35;305,5;305,5
3;6015;1282;6;1;15;15;15
3;6021;1271;4;1;6;6;6
3;6024;1283;6;2;370;740;740
3;6027;1284;6;5;0,5;2,5;2,5
3;6048;1274;4;1;10;10;10
3;6051;1275;4;3;5;15;15
3;6058;1286;6;40;2;80;80
3;6064;1289;3;2;11,5;23;23
3;6068;1290;3;2;1,3;2,6;2,6
3;6077;1287;6;120;1,89;226,8;226,8
3;6079;2039;6;2;22;44;44
3;6083;1291;3;2;9,5;19;19
3;6091;1298;3;52;1,9;98,8;98,8
3;6093;1276;4;36;1,75;63;63
3;6096;1566;4;10;4,5;45;45
3;6098;1294;1;60;2,1;126;126
3;6098;1347;4;90;1,8;162;162
3;6098;1439;4;50;1,3;65;65
3;6098;2113;3;150;1,9;285;285
3;6099;1322;3;180;1,8;324;324
3;6099;1338;4;400;1,8;720;720
3;6099;1353;3;140;1,77;247,8;248
3;6105;1279;4;100;1;100;100
3;6105;1280;4;100;1;100;100
3;6106;1334;4;80;1,7;136;136
3;6106;1340;1;60;1,7;102;102
3;6106;1399;4;200;1,2;240;240
3;6110;2454;3;90;1,05;94,5;94,5
3;6110;2505;3;80;1,05;84;84
3;6112;2374;3;2300;0,75;1725;1725
3;6116;1321;3;720;0,2;144;144
3;6124;1317;3;13;2;26;26
3;6124;1320;3;13;2;26;26
3;6127;1316;3;36;1;36;36
3;6127;1319;3;36;1;36;36
3;6141;1318;3;36;0,8;28,8;28,8
3;6142;1315;3;36;0,5;18;18
3;6156;1306;4;80;1,1;88;88
3;6157;1313;3;120;1,2;144;144
3;6169;1309;6;1;177;177;177
3;6181;1307;4;21;1,3;27,3;27,3
3;6193;1345;3;6;23;138;138
3;6201;1325;6;2;89,6;179,2;179,2
3;6209;1342;3;50;1,3;65;65
3;6209;1346;3;50;1,3;65;65
3;6225;1343;3;20;3,9;78;78
3;6228;2548;3;5;1,18;5,9;5,9
3;6231;1324;6;1;8;8;8
3;6237;1327;6;10;51,3;513;513
3;6243;2128;3;3;99;297;297
3;6245;1328;6;6;18,5;111;111
3;6249;1337;4;1;15;15;15
3;6252;1323;3;2;5;10;10
3;6256;1331;6;1;12;12;12
3;6261;1362;6;6;22,9;137,4;137,4
3;6265;1356;4;300;1,5;450;450
3;6265;1357;4;280;1,5;420;420
3;6265;1400;4;220;1,5;330;330
3;6265;1401;4;200;1,5;300;300
3;6269;2711;3;40;2,48;99,2;99,2
3;6270;1349;3;100;2;200;200
3;6270;1350;3;200;2;400;400
3;6270;1372;3;400;2;800;800
3;6270;2172;3;350;3;1050;1050
3;6271;1428;3;150;1,8;270;270
3;6271;1429;3;70;1,8;126;126
3;6273;2434;3;280;3;840;840
3;6273;2487;3;250;3;750;750
3;6273;2575;3;200;3;600;600
3;6278;1365;1;4;3,5;14;14
3;6282;1359;4;2;12;24;24
3;6291;1358;4;4;5,5;22;22
3;6313;1370;4;1;54;54;54
3;6325;1385;6;45;13,15;591,75;591,75
3;6337;1387;6;4;22,9;91,6;91,6
3;6343;1384;1;1;109,9;109,9;109,9
3;6348;1412;3;2;64,55;129,1;129,1
3;6354;1393;4;5;3,05;15,25;15,25
3;6354;1394;4;5;3,5;17,5;17,5
3;6354;1395;4;10;3,05;30,5;30,5
3;6355;1402;6;100;2,29;229;229
3;6355;1456;1;20;2,29;45,8;45,8
3;6355;1457;1;20;2,29;45,8;45,8
3;6356;1980;1;2;6,65;13,3;13,3
3;6376;1430;3;6;6,29;37,74;37,74
3;6382;1950;3;40;4,35;174;174
3;6383;1396;4;36;1,75;63;63
3;6388;1568;4;5;2;10;10
3;6389;1425;3;200;1,8;360;360
3;6389;1438;4;120;1,8;216;216
3;6395;1446;1;50;3,9;195;195
3;6415;1406;3;1;50;50;50
3;6429;1407;3;100;0,5;50;50
3;6452;1403;6;4;27;108;108
3;6458;1404;6;5;35;175;175
3;6461;1415;6;5;29;145;145
3;6467;1422;6;1;290;290;290
3;6475;1419;6;100;11,9;1190;1190
3;6480;1418;6;1;50;50;50
3;6491;1417;6;1;12;12;12
3;6493;2878;3;4;0,5;2;2
3;6501;2780;3;1;5;5;5
3;6502;2107;3;1;4;4;4
3;6502;2692;3;4;4;16;16
3;6504;1416;6;2;4;8;8
3;6516;1414;6;2;89,9;179,8;179,8
3;6523;1421;6;4;8,95;35,8;35,8
3;6533;1437;4;200;0,2;40;40
3;6574;1436;4;25;3,65;91,25;91,25
3;6596;1722;3;100;1;100;100
3;6611;1434;4;22;4;88;88
3;6624;1577;3;820;1;820;820
3;6624;2029;3;250;3;750;750
3;6629;1449;3;25;15;375;375
3;6634;1447;3;1;104,65;104,65;104,65
3;6641;1454;6;1;16;16;16
3;6643;1957;3;10;24;240;240
3;6643;2695;6;40;26;1040;1040
3;6649;1452;4;40;2,6;104;104
3;6659;1460;3;160;1,99;318,4;318,4
3;6659;2255;1;40;2;80;80
3;6659;2446;1;3;59,8;179,4;179,4
3;6659;2596;1;3;67,8;203,4;203,4
