ID_GRU;NOME_GRU;ID_SUB_GRU;NOME_SUB_GRU;ID_CLA;NOME_CLA;ID_SEC;NOME_SEC;UNI_MED;ID_PRO;DESCRICAO_PRO;SALDO_ANTERIOR;SALDO_ANT_CUSTO;ENTRADA_QTD;ENTRADA_VL_UNIT;SAIDA_QTD;SAIDA_CM;SALDO_QTD;SALDO_CM
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6853;VINAGRE DE ALCOOL 500 ML;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6854;OLEO VEGETEAL DE SOJA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6855;CHARQUE DIANTEIRO;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6856;SAL REFINADO;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6857;ACHOCOLATADO EM O;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6858;CARNE MOIDA 500 G;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6859;SARDINHA EM LATA MOLHO DE TOMATE;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6860;BOLO ROLO GOIABADA M. E, 50 G;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6874;TOMATE INATURA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6875;BATATA INGLESA INATURA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6876;BETERRABA INATURA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6877;CEBOLA BRANCA INATURA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6878;CENOURA INATURA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6879;CHUCHU INATURA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6880;PIMENTAO VERDE INATURA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6881;BOLA BACIA 50 G;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6882;BOLO BACIA M. E. 50G;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6884;LEIT DE COCO;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6885;CUMINHO;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6886;CARNE MOIDA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6887;CHATQUE DIANTEIRO;0;0;0;0;0;0;0;0
30;MATERIAL DIDATICO;92;MATERIAL DIDATICO;260;MATERIAL DIDATICO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6904;COLA BRANCA 1 KG;0;0;0;0;0;0;0;0
30;MATERIAL DIDATICO;92;MATERIAL DIDATICO;260;MATERIAL DIDATICO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6907;EXTRATOR DE GRAMPO;0;0;0;0;0;0;0;0
30;MATERIAL DIDATICO;92;MATERIAL DIDATICO;260;MATERIAL DIDATICO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6908;GRAMPO 26/6;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6914;BOLO DE OVOOS UND;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6915;BOLO CHOCOLATE UND;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6916;PÃO DE QUEIJO UND;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6917;BOLO ROLO GOIABA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6918;BOLO BACIA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6919;PÃO DE QUEIJO UND;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6920;PÃO DE HOT DOG 50 G;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6921;FILTRO DE OLEO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6922;OLEO MOTOR B/ SEMI SINTET;0;0;0;0;0;0;0;0
7;MATERIAL DE COPA E COZINHA;24;COPOS;101;COPO DESCARTÁVEL;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6923;MESA PLASTIC;0;0;0;0;0;0;0;0
7;MATERIAL DE COPA E COZINHA;24;COPOS;101;COPO DESCARTÁVEL;4;SEC. MUNICIPAL DE AÇAO SOCIAL;pct;6924;BISTRO SAUPE BCA;0;0;0;0;0;0;0;0
7;MATERIAL DE COPA E COZINHA;75;MATERIAL DE COZINHA;289;MATERIAL PARA COZINHA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6925;CONSERVADORA RET.R 1211;0;0;0;0;0;0;0;0
7;MATERIAL DE COPA E COZINHA;75;MATERIAL DE COZINHA;289;MATERIAL PARA COZINHA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6926;CONSERVADORA RET.3.5L;0;0;0;0;0;0;0;0
7;MATERIAL DE COPA E COZINHA;75;MATERIAL DE COZINHA;289;MATERIAL PARA COZINHA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6927;TORTEIRA 3.5 TRANSP;0;0;0;0;0;0;0;0
7;MATERIAL DE COPA E COZINHA;75;MATERIAL DE COZINHA;289;MATERIAL PARA COZINHA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6928;CONSERVADORA QUAD;0;0;0;0;0;0;0;0
7;MATERIAL DE COPA E COZINHA;75;MATERIAL DE COZINHA;289;MATERIAL PARA COZINHA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6929;TRAVESSA MELAMINA;0;0;0;0;0;0;0;0
7;MATERIAL DE COPA E COZINHA;75;MATERIAL DE COZINHA;289;MATERIAL PARA COZINHA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6930;BANDEJA COLOR PQ;0;0;0;0;0;0;0;0
7;MATERIAL DE COPA E COZINHA;75;MATERIAL DE COZINHA;289;MATERIAL PARA COZINHA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6931;BANDEJA COLORIDA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6932;FEIJAO CARIOQUINHA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6934;REPOLHO INATURE;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;4;CANETAS E ACESSÓRIOS PARA ESCRITA MANUAL;11;CANETA ESFEROGRÁFICA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6935;LAPIS DE COR FLEX LEO;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;4;CANETAS E ACESSÓRIOS PARA ESCRITA MANUAL;11;CANETA ESFEROGRÁFICA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6936;CANETA BIC AZUL;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;4;CANETAS E ACESSÓRIOS PARA ESCRITA MANUAL;11;CANETA ESFEROGRÁFICA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6937;CANETA BIC CRISTAL PRETA;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;4;CANETAS E ACESSÓRIOS PARA ESCRITA MANUAL;11;CANETA ESFEROGRÁFICA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6938;ESTILETE ESTREITO JOCAR;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;4;CANETAS E ACESSÓRIOS PARA ESCRITA MANUAL;11;CANETA ESFEROGRÁFICA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6939;MARCADOR QUADRO BRANCO;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;4;CANETAS E ACESSÓRIOS PARA ESCRITA MANUAL;11;CANETA ESFEROGRÁFICA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6940;CANETA HIDRACOR;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;4;CANETAS E ACESSÓRIOS PARA ESCRITA MANUAL;11;CANETA ESFEROGRÁFICA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6941;TESOURA ESCOLAR;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;4;CANETAS E ACESSÓRIOS PARA ESCRITA MANUAL;11;CANETA ESFEROGRÁFICA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6942;LAPIS GRAFITE PRETO;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;4;CANETAS E ACESSÓRIOS PARA ESCRITA MANUAL;11;CANETA ESFEROGRÁFICA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6943;ARQUIVO MORTO;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6946;"MILHO P;/ MUNGUNZA";0;0;0;0;0;0;0;0
31;MATERIAL DE LIMPEZA;93;MATERIAL DE LIMPEZA;261;MATERIAL DE LIMPEZA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;6977;AGUA SANITARIA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7005;MAIONESE TRADICIONAL;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7006;LEITE CONDECADO;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7007;SALSICHA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7008;ERVILHA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7009;MILHO P/ PIPOCA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7010;MILHO VERDE;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7011;MOLHO RPNTO;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7012;FARINHA DE TRIGO;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7013;GOIABADA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7014;CHA SABORES;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;155;MOTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7018;OLEO MOBIL;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;155;MOTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7019;RELAÇÃO REFORÇADA;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;155;MOTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7020;LAMPADA FAROL;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;155;MOTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7021;SOQUETE DE FAROL;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;155;MOTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7022;CABO DE VELOCIMENTRO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;155;MOTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7023;PNEU PIRELLI;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;155;MOTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7024;CAMARA DE AR RINALD;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;155;MOTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7025;CINTA DO ARO;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;273;MATERIAIS PARA CONSTRUÇÃO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7026;ROUNDUP BALDE 20LT;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;273;MATERIAIS PARA CONSTRUÇÃO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7027;CARRO METALOSA SUP;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;273;MATERIAIS PARA CONSTRUÇÃO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7028;CAPA DE CHUVA PVC;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;273;MATERIAIS PARA CONSTRUÇÃO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7029;ARAME FARPADO;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;273;MATERIAIS PARA CONSTRUÇÃO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7030;LAVADORA WAP SUPER;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;273;MATERIAIS PARA CONSTRUÇÃO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7031;PA DE BICO COM CABO;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;273;MATERIAIS PARA CONSTRUÇÃO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7032;PA QUADRADA COM CABO;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;273;MATERIAIS PARA CONSTRUÇÃO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7033;LUVA DE RASPA;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;273;MATERIAIS PARA CONSTRUÇÃO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7034;BOTA PRETA BORRACHA;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;273;MATERIAIS PARA CONSTRUÇÃO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7035;GRAMPO GALVANIZADO;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;273;MATERIAIS PARA CONSTRUÇÃO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7036;BOTA BRANCA;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;273;MATERIAIS PARA CONSTRUÇÃO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7037;RESPIRADOR DESC;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7038;AGUA MINERAL;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7039;CAPA PARA TERMINAIS;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7040;CABO FREIO MÃO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7041;LAMAPA PINGO DAGUA 5W;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7042;FLUIDO DE FREIO DOT4/ 500ML;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7043;DESENGRIPANTE 300ML;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7044;LAMPADA FAROL H4;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7045;TERM. FEMEA 1.50 MM;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7046;ABRACADEIRA METALICA TUBO GASOLINA 8/16;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7047;ABRACADEIRA METALICA TUBO GASOLINA 9/13;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7048;JG DICO FREIO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7049;CILINDRO MESTRE FREIO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7050;JOGO PAST FREIO DIANT;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7051;COMANDO SETA RENAULT;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7052;CILINDRO FREIO LOGAN/SANDERO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7053;CONEXAO BICO RETO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7054;CONEXAO RAPIDA 90;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7055;GRAXA P/ ROLAMENTO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7056;BATERIA AJAX 60 AMP;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7057;FILTRO COMB.REN.;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7058;PATILHA TRAS;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7059;TUBO DE COMBUSTIVEL;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7060;ROLAM RODA TRAS MEG;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7061;TAMPA BOMBA COMB;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7062;MODULO BOMBA COMBUS;0;0;0;0;0;0;0;0
31;MATERIAL DE LIMPEZA;93;MATERIAL DE LIMPEZA;261;MATERIAL DE LIMPEZA;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7086;SACOLAS RECICLADAS 40X50;0;0;0;0;0;0;0;0
19;MATERIAL PARA FESTIVIDADES E HOMENAGENS;68;ACESSÓRIOS PARA FESTIVIDADES;194;ACESSÓRIOS EM GERAL PARA FESTIVIDADES;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7093;FRALDA LUXO BRANCA;0;0;0;0;0;0;0;0
19;MATERIAL PARA FESTIVIDADES E HOMENAGENS;68;ACESSÓRIOS PARA FESTIVIDADES;194;ACESSÓRIOS EM GERAL PARA FESTIVIDADES;4;SEC. MUNICIPAL DE AÇAO SOCIAL;pç;7094;TOALHA BOQUINHA;0;0;0;0;0;0;0;0
19;MATERIAL PARA FESTIVIDADES E HOMENAGENS;68;ACESSÓRIOS PARA FESTIVIDADES;194;ACESSÓRIOS EM GERAL PARA FESTIVIDADES;4;SEC. MUNICIPAL DE AÇAO SOCIAL;un;7095;CUEIRO BERCINHO;0;0;0;0;0;0;0;0
19;MATERIAL PARA FESTIVIDADES E HOMENAGENS;68;ACESSÓRIOS PARA FESTIVIDADES;194;ACESSÓRIOS EM GERAL PARA FESTIVIDADES;4;SEC. MUNICIPAL DE AÇAO SOCIAL;pç;7096;PAGAO;0;0;0;0;0;0;0;0
