ID_GRU;NOME_GRU;ID_SUB_GRU;NOME_SUB_GRU;ID_CLA;NOME_CLA;ID_SEC;NOME_SEC;UNI_MED;ID_PRO;DESCRICAO_PRO;SALDO_ANTERIOR;SALDO_ANT_CUSTO;ENTRADA_QTD;ENTRADA_VL_UNIT;SAIDA_QTD;SAIDA_CM;SALDO_QTD;SALDO_CM
12;GÊNEROS DE ALIMENTAÇÃO;45;ALIMENTAÇÃO AO NATURAL;137;LEGUMES E TUBÉRCULOS;3;SEC. MUNICIPAL DE EDUCAÇAO;kg;1720;ALHO;0;0;0;0;0;0;0;0
12;GÊNEROS DE ALIMENTAÇÃO;45;ALIMENTAÇÃO AO NATURAL;137;LEGUMES E TUBÉRCULOS;3;SEC. MUNICIPAL DE EDUCAÇAO;kg;1721;REPOLHO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;1730;LAMPADA 1 POLO 12V;0;0;5;25;5;25;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;1731;LAMPADA PAINEL;0;0;0;0;0;0;0;0
8;GÁS ENGARRAFADO;82;GÁSES DE USO INDUSTRIAL;245;GASES DE USO INDUSTRIAL;3;SEC. MUNICIPAL DE EDUCAÇAO;un;1734;GAS DE COZINHA GLP 13 KG;0;0;31;1860;31;1860;0;0
13;FERRAMENTAS;64;FERRAMENTAS E FERRAGENS;174;FERRAMENTAS;3;SEC. MUNICIPAL DE EDUCAÇAO;pç;1762;CADEADO 35 MM;0;0;0;0;0;0;0;0
12;GÊNEROS DE ALIMENTAÇÃO;80;PRODUTOS ALIMENTÍCIOS;236;PRODUTOS ALIMETÍCIOS EM GERAL;3;SEC. MUNICIPAL DE EDUCAÇAO;cx;1776;BISCOITOS MAIZENA;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;6;PAPÉIS E ENVELOPES;22;PAPEL OFÍCIO;3;SEC. MUNICIPAL DE EDUCAÇAO;cx;1780;PAPEL OFICIO 2;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;4;CANETAS E ACESSÓRIOS PARA ESCRITA MANUAL;13;BORRACHAS E TINTAS CORRETIVA;3;SEC. MUNICIPAL DE EDUCAÇAO;un;1784;CANETA ESFEROGRAFICA;0;0;0;0;0;0;0;0
13;FERRAMENTAS;64;FERRAMENTAS E FERRAGENS;174;FERRAMENTAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;1793;FITA VEDA ROSCA;0;0;0;0;0;0;0;0
5;MATERIAL PARA MANUTENÇÃO DE BENS IMÓVEIS;38;MATERIAL DE CONSTRUÇÃO;166;LIXAS, TRINCHAS E SERRAS EM GERAL;3;SEC. MUNICIPAL DE EDUCAÇAO;un;1828;PORTA ALMOFADA MISTA;0;0;0;0;0;0;0;0
7;MATERIAL DE COPA E COZINHA;30;FÓSFORO DE SEGURANÇA;112;FÓSFORO;3;SEC. MUNICIPAL DE EDUCAÇAO;fd;1864;PAPEL HIGIENICO FD;0;0;0;0;0;0;0;0
5;MATERIAL PARA MANUTENÇÃO DE BENS IMÓVEIS;72;COMPONENTES, PEÇAS E ASSESSÓRIOS;204;ASSESSÓRIOS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;1867;FERROLHO;0;0;0;0;0;0;0;0
3;MATERIAL DE LIMPEZA E HIGIENIZAÇÃO;16;VASSOURAS E ESCOVAS;71;VASSOURA;3;SEC. MUNICIPAL DE EDUCAÇAO;dz;1897;VASSOUA EM NYLON;0;0;0;0;0;0;0;0
12;GÊNEROS DE ALIMENTAÇÃO;80;PRODUTOS ALIMENTÍCIOS;236;PRODUTOS ALIMETÍCIOS EM GERAL;3;SEC. MUNICIPAL DE EDUCAÇAO;kg;1909;COXA SOBRECOXA  KG;280;1820;0;0;280;1820;0;0
12;GÊNEROS DE ALIMENTAÇÃO;27;CEREAIS;215;FARINHA;3;SEC. MUNICIPAL DE EDUCAÇAO;kg;1922;MILHO MUNGUNZA;0;0;0;0;0;0;0;0
9;MATERIAL EDUCATIVO E ESPORTIVO;52;MATERIAL EDUCATIVO;148;MATERIAL DIDÁTICO;3;SEC. MUNICIPAL DE EDUCAÇAO;cx;1942;PAPEL A4  CX;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;2;GRAMPOS, PERCEVEJOS, COLCHETES E CLIPS;3;GRAMPOS E CLIPS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;1953;GRAMPEADOR 26/6;0;0;0;0;0;0;0;0
13;FERRAMENTAS;64;FERRAMENTAS E FERRAGENS;174;FERRAMENTAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;1957;PORTA COMPENSADO;0;0;0;0;0;0;0;0
13;FERRAMENTAS;64;FERRAMENTAS E FERRAGENS;174;FERRAMENTAS;3;SEC. MUNICIPAL DE EDUCAÇAO;pç;1960;TUBO PVC ESG. 100MMX6M;0;0;0;0;0;0;0;0
11;MATERIAL ELÉTRICO E ELETRÔNICO;54;MATERIAL ELÉTRICO;150;ILUMINAÇÃO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;1967;LAMPADA QUADRILUX 46 W;0;0;0;0;0;0;0;0
12;GÊNEROS DE ALIMENTAÇÃO;80;PRODUTOS ALIMENTÍCIOS;236;PRODUTOS ALIMETÍCIOS EM GERAL;3;SEC. MUNICIPAL DE EDUCAÇAO;un;1979;BEBIDA LACTIA;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;1;LIVROS DE CONTROLE E REGISTRO;2;AGENDAS E LIVRO DE PROTOCOLO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;1999;PASTA GRAMPO TRILHO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2032;PARAFUSO AMORTECEDOR;0;0;0;0;0;0;0;0
3;MATERIAL DE LIMPEZA E HIGIENIZAÇÃO;18;SABÃO E SABONETE;109;DETERGENTE;3;SEC. MUNICIPAL DE EDUCAÇAO;cx;2035;DETERGENTE LIQUIDO;0;0;0;0;0;0;0;0
12;GÊNEROS DE ALIMENTAÇÃO;45;ALIMENTAÇÃO AO NATURAL;137;LEGUMES E TUBÉRCULOS;3;SEC. MUNICIPAL DE EDUCAÇAO;kg;2047;QUIABO;0;0;310;1240;310;1240;0;0
12;GÊNEROS DE ALIMENTAÇÃO;61;ALMOÇO E JANTAR;169;REFEIÇÕES EM GERAL;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2052;VINAGRE 500ML;0;0;0;0;0;0;0;0
12;GÊNEROS DE ALIMENTAÇÃO;45;ALIMENTAÇÃO AO NATURAL;139;HORTALIÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;kg;2055;CONDIMENTO MISTO;0;0;0;0;0;0;0;0
12;GÊNEROS DE ALIMENTAÇÃO;66;PRODUTOS BENEFICIADOS OU CONSERVADOS;182;PRODUTOS EM CONSERVA;3;SEC. MUNICIPAL DE EDUCAÇAO;dz;2059;BANANA PRATA;0;0;1190;3986,5;1190;3986,5;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2138;CORREIA ALTERNADOR;0;0;1;75;1;75;0;0
3;MATERIAL DE LIMPEZA E HIGIENIZAÇÃO;20;BALDE E RECIPIENTES PARA LIXO;82;BALDE;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2153;BANHEIRA PLASTICA;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;6;PAPÉIS E ENVELOPES;29;CARTOLINAS E OUTROS;3;SEC. MUNICIPAL DE EDUCAÇAO;fls;2164;PAPEL CREPON;0;0;0;0;0;0;0;0
12;GÊNEROS DE ALIMENTAÇÃO;28;MASSAS;110;MARCARRÃO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2172;PAO HOT DOG;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;4;CANETAS E ACESSÓRIOS PARA ESCRITA MANUAL;231;CANETA TINTEIRO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2175;MARCA TEXTO UN;0;0;0;0;0;0;0;0
17;COMBUSTÍVEIS E LUBRIFICANTES AUTOMOTIVOS;91;COMBUSTIVEL;256;COMBUSTIVEL PARA VEICULO;3;SEC. MUNICIPAL DE EDUCAÇAO;l;2229;COMBUSTIVEIS;0;0;1;29550,7;1;29550,7;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2234;AMORTECEDOR DIANTEIRO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2252;LONA DE FREIO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2261;VELA DE IGNIÇAO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2272;LAMPADA 1 POLO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2273;FLUIDO DE FREIO;0;0;0;0;0;0;0;0
30;MATERIAL DIDATICO;92;MATERIAL DIDATICO;260;MATERIAL DIDATICO;3;SEC. MUNICIPAL DE EDUCAÇAO;m;2297;TNT  TECIDO M;0;0;0;0;0;0;0;0
30;MATERIAL DIDATICO;92;MATERIAL DIDATICO;260;MATERIAL DIDATICO;3;SEC. MUNICIPAL DE EDUCAÇAO;fls;2303;ISOPOR 20MM UN;0;0;0;0;0;0;0;0
11;MATERIAL ELÉTRICO E ELETRÔNICO;54;MATERIAL ELÉTRICO;150;ILUMINAÇÃO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2305;LAMP. TRILUX 30 W X127;0;0;0;0;0;0;0;0
27;MATERIAL DE CONSUMO;87;MATERIAL DE CONSUMO IMEDIATO;253;CONSUMO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2333;ALCOOL CX C/ 12;0;0;0;0;0;0;0;0
31;MATERIAL DE LIMPEZA;93;MATERIAL DE LIMPEZA;261;MATERIAL DE LIMPEZA;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2345;VASSOURA DE PELO UN;0;0;0;0;0;0;0;0
13;FERRAMENTAS;64;FERRAMENTAS E FERRAGENS;174;FERRAMENTAS;3;SEC. MUNICIPAL DE EDUCAÇAO;pç;2373;TUBO ELETRODUTO ROSC;0;0;0;0;0;0;0;0
5;MATERIAL PARA MANUTENÇÃO DE BENS IMÓVEIS;38;MATERIAL DE CONSTRUÇÃO;175;MADEIRA;3;SEC. MUNICIPAL DE EDUCAÇAO;m³;2428;PORTA  2,10 X 0,80;0;0;0;0;0;0;0;0
5;MATERIAL PARA MANUTENÇÃO DE BENS IMÓVEIS;38;MATERIAL DE CONSTRUÇÃO;183;PARAFUSOS, PREGOS E ARRUELAS;3;SEC. MUNICIPAL DE EDUCAÇAO;kg;2429;PREGO 15X18;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2467;BATATA INGLESA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2468;CENOURA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2470;CEBOLA BRANCA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2475;VINAGRE 500ML;48;42,72;0;0;48;42,72;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;kg;2477;BETERRABA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2490;COLORIFICO EM PO PCT;40;20;0;0;40;20;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2492;PIMENTAO KG;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2507;MILHO DE MUNGUNZA PCT 500GR;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2509;OVOS BRANCO DZ;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2514;CARNE BOV. MOIDA  KG;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2573;ARROZ AGULHINGHA 1;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2575;BISCOITO DOCE MARIA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2577;LEITE DE COCO 500 ML;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2578;MACARRAO PCT 500 G;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2581;OLEO DE SOJA 900 ML;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2582;OVO TIPO BRANCO DZ;0;0;0;0;0;0;0;0
27;MATERIAL DE CONSUMO;87;MATERIAL DE CONSUMO IMEDIATO;253;CONSUMO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2635;BUCHA 10;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2648;COXIM CAMBIO TRASEIRO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2725;FLUIDO DE FREIO 500 ML;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2727;OLEO HIDRAULICO -;0;0;5;75;5;75;0;0
1;PMATERIAL DE EXPEDIENTE;100;MATERIAIS EXPEDIENTE;271;MATERIAIS DE EXPEDIENTE;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2780;CADERNO BROCH. 40 FLS;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;100;MATERIAIS EXPEDIENTE;271;MATERIAIS DE EXPEDIENTE;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2815;PISTOLA  COLA QUENTE G;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;100;MATERIAIS EXPEDIENTE;271;MATERIAIS DE EXPEDIENTE;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2817;REFIL COLA QUENTE;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;100;MATERIAIS EXPEDIENTE;271;MATERIAIS DE EXPEDIENTE;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2857;GRAMPO TRILHO CX 50;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;100;MATERIAIS EXPEDIENTE;271;MATERIAIS DE EXPEDIENTE;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2864;PERFURADOR;0;0;0;0;0;0;0;0
31;MATERIAL DE LIMPEZA;93;MATERIAL DE LIMPEZA;261;MATERIAL DE LIMPEZA;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2870;AGUA SANITARIA CX;0;0;0;0;0;0;0;0
31;MATERIAL DE LIMPEZA;93;MATERIAL DE LIMPEZA;261;MATERIAL DE LIMPEZA;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2884;FOSFORO  - BOTE;0;0;0;0;0;0;0;0
31;MATERIAL DE LIMPEZA;93;MATERIAL DE LIMPEZA;261;MATERIAL DE LIMPEZA;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2893;SABAO COCO EM TABLETES;0;0;0;0;0;0;0;0
31;MATERIAL DE LIMPEZA;93;MATERIAL DE LIMPEZA;261;MATERIAL DE LIMPEZA;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2896;SABONETE  PCT;0;0;0;0;0;0;0;0
31;MATERIAL DE LIMPEZA;93;MATERIAL DE LIMPEZA;261;MATERIAL DE LIMPEZA;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2905;VBASSOURINHA BANHEIRO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2993;BATERIA  100 MP;0;0;2;1360;2;1360;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;273;MATERIAIS PARA CONSTRUÇÃO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;2999;CHUVEIRO PLSTICO;0;0;0;0;0;0;0;0
1;PMATERIAL DE EXPEDIENTE;100;MATERIAIS EXPEDIENTE;271;MATERIAIS DE EXPEDIENTE;3;SEC. MUNICIPAL DE EDUCAÇAO;cx;3037;PAPEL A 4 CX 10/RESMAS;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3172;ACUCAR;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3176;MARGARINA  500 GR;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3178;PAO BANQUETE;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3187;LEITE DE COCO;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3189;SARDINHA EM CONSERVA;0;0;3000;6000;1250;2500;1750;3500
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3190;MARGARINA 250 GR;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3194;SAL;0;0;0;0;0;0;0;0
21;UNIFORMES, TECIDOS E AVIAMENTOS;42;UNIFORMES;133;CAMISAS EM GERAL;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3196;CAMISA EM MALHA PV;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;278;PLASTICOS/ PVC;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3205;CAIXA DE DESCARGA;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;279;PISOS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3225;ARGAMASSA PARA PISO;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;279;PISOS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3226;REJUNTE BR;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;280;ELETRICOS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3238;PARAFUSO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3269;PASTILHA DE FREIO TRAS.;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3272;ARTICULADOR DIREÇÃO;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3284;MARGARINA  500 GR;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3288;GOIABADA;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;273;MATERIAIS PARA CONSTRUÇÃO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3317;FECHADURA EXTERNA;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;278;PLASTICOS/ PVC;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3320;CHUVEIRO COM REGISTRO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3354;PONTEIRA DIRECAO;0;0;0;0;0;0;0;0
10;MATERIAL PARA MANUTENÇÃO DE VEÍCULOS;57;PEÇAS DE REPOSIÇÃO;154;AUTOPEÇAS;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3365;OLEO CAMBIO;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3371;PAO BAMQUETE;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3374;FEIJAO CARIOCA;29;259,55;0;0;29;259,55;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3375;ACUCAR  - KG;108;251,64;30;69,9;108;251,64;30;69,9
30;MATERIAL DIDATICO;92;MATERIAL DIDATICO;260;MATERIAL DIDATICO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3405;GIZAO DE CERA C 12;0;0;0;0;0;0;0;0
7;MATERIAL DE COPA E COZINHA;75;MATERIAL DE COZINHA;289;MATERIAL PARA COZINHA;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3425;VASSOURA NYLON UN;0;0;0;0;0;0;0;0
30;MATERIAL DIDATICO;92;MATERIAL DIDATICO;260;MATERIAL DIDATICO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3463;FITA ADESIVA 45X48;0;0;0;0;0;0;0;0
30;MATERIAL DIDATICO;92;MATERIAL DIDATICO;260;MATERIAL DIDATICO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3474;TESOURA ESCOLAR;0;0;0;0;0;0;0;0
30;MATERIAL DIDATICO;92;MATERIAL DIDATICO;260;MATERIAL DIDATICO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3475;GIZ BRANCO C 40;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;273;MATERIAIS PARA CONSTRUÇÃO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3503;TORNEIRA P LAVATORIO;0;0;0;0;0;0;0;0
36;MATERIAL CONSTRUCAO;102;MATERIAIS DE CONSTRUÇÃO;273;MATERIAIS PARA CONSTRUÇÃO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3513;INTERRUPTOR;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3534;CHARQUE DIANTEIRO;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3537;FRANGO CONGELADO;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3539;CENOURA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3540;PIMENTAO;0;0;100;348;100;348;0;0
30;MATERIAL DIDATICO;92;MATERIAL DIDATICO;260;MATERIAL DIDATICO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3553;CARTOLINA;0;0;0;0;0;0;0;0
11;MATERIAL ELÉTRICO E ELETRÔNICO;54;MATERIAL ELÉTRICO;266;MATERIAL PARA ILUMINAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3569;REATOR 40 W;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3570;FEIJAO CARIOCA;0;0;0;0;0;0;0;0
29;ALIMENTOS;89;ALIMENTOS DIVERSOS;254;ALIMENTAÇAO;3;SEC. MUNICIPAL DE EDUCAÇAO;un;3573;LEITE EM PO;0;0;0;0;0;0;0;0
